,Depth comp [mcd],Age [ka BP],SS [µm] (Plus fine sand (mean)),63-10 µm sort silt [%] (Plus fine sand (mean)),SS [µm],63-10 µm sort silt [%],SS_dHolocene,SSFS_dHolocene,dU_dhol_mccave,dU_dhol_mccave_2std,dU_ssfs_dhol_mccave,dU_ssfs_dhol_mccave_2std,dU_dhol_wu,pct_dU_dHol_wu,dU_dhol_wu_SSFS,pct_dU_dhol_wu_SSFS,dU_dhol_culp
380,3.89,27.95,28.35,62.23,26.88,60.88,-7.453142857142861,-18.865999999999993,-10.136274285714292,-1.4160971428571436,-25.657759999999993,-3.584539999999997,-5.664388571428574,-21.70830351347304,-14.338159999999995,-39.95679430701456,-10.508931428571433
381,3.9,28.0,30.55,66.76,28.0,64.57,-6.33314285714286,-16.665999999999993,-8.61307428571429,-1.203297142857144,-22.66575999999999,-3.1665399999999977,-4.813188571428574,-18.44614949320108,-12.666159999999994,-35.29735682819382,-8.929731428571433
382,3.91,28.06,30.33,68.8,28.24,67.03,-6.093142857142862,-16.885999999999996,-8.286674285714293,-1.1576971428571436,-22.964959999999994,-3.2083399999999997,-4.6307885714285755,-17.747116488857095,-12.833359999999997,-35.763300576075906,-8.591331428571435
383,3.92,28.11,30.24,68.02,28.09,66.17,-6.24314285714286,-16.975999999999996,-8.490674285714292,-1.186197142857143,-23.087359999999997,-3.2254399999999954,-4.744788571428574,-18.18401211657208,-12.901759999999996,-35.953913927482205,-8.802831428571432
384,3.93,28.16,30.14,62.38,28.01,60.41,-6.323142857142859,-17.075999999999993,-8.599474285714289,-1.201397142857143,-23.223359999999992,-3.2444399999999973,-4.805588571428573,-18.417023118020076,-12.977759999999995,-36.16570654015587,-8.91563142857143
385,3.94,28.21,30.36,68.17,28.24,66.36,-6.093142857142862,-16.855999999999995,-8.286674285714293,-1.1576971428571436,-22.924159999999993,-3.202639999999999,-4.6307885714285755,-17.747116488857095,-12.810559999999995,-35.699762792273795,-8.591331428571435
386,3.95,28.26,33.87,73.23,30.03,70.32,-4.303142857142859,-13.345999999999997,-5.852274285714289,-0.8175971428571431,-18.150559999999995,-2.5357400000000005,-3.270388571428573,-12.533495331458155,-10.142959999999997,-28.265842087427984,-6.067431428571431
387,3.96,28.31,26.84,59.49,25.54,58.26,-8.793142857142861,-20.375999999999994,-11.958674285714292,-1.6706971428571435,-27.711359999999996,-3.871439999999996,-6.682788571428574,-25.61123778772699,-15.485759999999996,-43.15486275838698,-12.398331428571433
388,3.97,28.36,31.66,71.36,29.46,69.56,-4.873142857142859,-15.555999999999994,-6.627474285714289,-0.925897142857143,-21.156159999999993,-2.955639999999999,-3.7035885714285732,-14.193698716775133,-11.822559999999996,-32.94645882751609,-6.871131428571432
389,3.98,28.41,31.38,73.07,29.19,71.35,-5.143142857142859,-15.835999999999995,-6.9946742857142885,-0.9771971428571433,-21.536959999999993,-3.0088399999999993,-3.908788571428573,-14.980110846662123,-12.035359999999997,-33.53947814300237,-7.251831428571431
390,3.99,28.46,27.39,61.89,26.31,60.88,-8.023142857142862,-19.825999999999993,-10.911474285714293,-1.5243971428571435,-26.963359999999994,-3.7669399999999946,-6.097588571428575,-23.368506898790017,-15.067759999999994,-41.9900033886818,-11.312631428571434
391,4.0,28.51,27.63,61.68,26.4,60.54,-7.933142857142862,-19.585999999999995,-10.789074285714293,-1.5072971428571442,-26.636959999999995,-3.721339999999998,-6.029188571428575,-23.106369522161025,-14.885359999999997,-41.48170111826499,-11.185731428571435
392,4.01,28.56,34.2,73.13,29.4,69.53,-4.933142857142862,-13.015999999999991,-6.709074285714292,-0.937297142857143,-17.70175999999999,-2.4730399999999975,-3.749188571428575,-14.368456967861137,-9.892159999999993,-27.56692646560487,-6.9557314285714344
393,4.02,28.6,31.4,69.21,28.68,66.97,-5.653142857142861,-15.815999999999995,-7.688274285714291,-1.074097142857143,-21.509759999999996,-3.0050399999999975,-4.296388571428574,-16.465555980893107,-12.020159999999997,-33.497119620467636,-7.970931428571433
394,4.03,28.65,31.32,67.54,28.65,65.27,-5.683142857142862,-15.895999999999994,-7.729074285714293,-1.0797971428571431,-21.61855999999999,-3.0202399999999976,-4.319188571428575,-16.55293510643611,-12.080959999999996,-33.666553710606564,-8.013231428571435
395,4.04,28.7,32.87,68.17,28.74,64.77,-5.593142857142862,-14.345999999999997,-7.606674285714293,-1.062697142857143,-19.510559999999998,-2.7257399999999983,-4.250788571428575,-16.29079772980711,-10.902959999999997,-30.383768214164686,-7.8863314285714345
396,4.05,28.75,32.56,68.45,28.81,65.36,-5.523142857142862,-14.655999999999992,-7.511474285714292,-1.049397142857143,-19.93215999999999,-2.7846399999999996,-4.197588571428575,-16.086913103540116,-11.138559999999995,-31.040325313453053,-7.7876314285714345
397,4.06,28.8,31.56,62.5,28.12,59.45,-6.213142857142859,-15.655999999999995,-8.449874285714289,-1.1804971428571438,-21.292159999999996,-2.9746399999999973,-4.721988571428573,-18.096632991029082,-11.898559999999996,-33.158251440189765,-8.760531428571431
398,4.07,28.85,34.64,67.95,29.91,64.01,-4.42314285714286,-12.575999999999993,-6.015474285714291,-0.8403971428571424,-17.10335999999999,-2.3894400000000005,-3.3615885714285736,-12.883011833630153,-9.557759999999995,-26.635038969840725,-6.236631428571433
399,4.08,28.9,34.19,71.75,30.14,68.57,-4.19314285714286,-13.025999999999996,-5.70267428571429,-0.796697142857143,-17.715359999999997,-2.4749399999999966,-3.1867885714285733,-12.21310520446716,-9.899759999999997,-27.588105726872243,-5.912331428571432
400,4.09,28.95,32.23,65.73,28.97,62.91,-5.363142857142861,-14.985999999999997,-7.293874285714292,-1.0189971428571436,-20.380959999999998,-2.847339999999999,-4.075988571428574,-15.62089110064412,-11.389359999999998,-31.739240935276175,-7.5620314285714345
401,4.1,29.0,29.41,59.03,27.33,57.06,-7.003142857142862,-17.805999999999994,-9.524274285714293,-1.330597142857144,-24.216159999999995,-3.3831399999999974,-5.322388571428575,-20.39761663032806,-13.532559999999995,-37.71179261267366,-9.874431428571436
402,4.11,29.05,34.78,68.62,29.69,64.44,-4.643142857142859,-12.435999999999993,-6.314674285714289,-0.8821971428571427,-16.91295999999999,-2.3628399999999985,-3.528788571428573,-13.52379208761214,-9.451359999999994,-26.33852931209758,-6.546831428571431
403,4.12,29.09,41.77,79.12,32.85,73.16,-1.4831428571428589,-5.445999999999991,-2.0170742857142883,-0.2817971428571431,-7.406559999999988,-1.0347399999999976,-1.1271885714285728,-4.319857530416262,-4.138959999999993,-11.534225686208046,-2.091231428571431
404,4.13,29.14,39.81,78.69,32.46,73.65,-1.8731428571428594,-7.405999999999992,-2.547474285714289,-0.35589714285714313,-10.07215999999999,-1.4071399999999983,-1.4235885714285732,-5.455786162475249,-5.628559999999994,-15.685360894611982,-2.641131428571432
405,4.14,29.19,40.25,77.51,32.69,72.11,-1.6431428571428626,-6.965999999999994,-2.234674285714293,-0.31219714285714373,-9.473759999999993,-1.3235399999999977,-1.2487885714285756,-4.785879533312267,-5.294159999999995,-14.753473398847838,-2.316831428571436
406,4.16,29.29,36.14,74.31,30.74,70.3,-3.593142857142862,-11.075999999999993,-4.886674285714292,-0.682697142857144,-15.063359999999992,-2.1044399999999968,-2.730788571428575,-10.465522693607191,-8.417759999999996,-23.458149779735677,-5.066331428571435
407,4.17,29.34,41.21,80.12,33.0,74.8,-1.3331428571428603,-6.005999999999993,-1.81307428571429,-0.25329714285714355,-8.168159999999991,-1.1411399999999983,-1.0131885714285738,-3.8829619027012723,-4.564559999999995,-12.720264317180604,-1.8797314285714328
408,4.18,29.39,37.73,76.89,31.79,72.72,-2.543142857142861,-9.485999999999997,-3.4586742857142916,-0.4831971428571431,-12.900959999999998,-1.8023399999999974,-1.9327885714285744,-7.407253299602227,-7.2093599999999975,-20.090647238224328,-3.585831428571434
409,4.19,29.44,40.24,81.97,33.22,77.66,-1.1131428571428614,-6.975999999999992,-1.5138742857142917,-0.2114971428571435,-9.48735999999999,-1.3254399999999986,-0.8459885714285746,-3.242181648719284,-5.301759999999994,-14.774652660115201,-1.5695314285714346
410,4.2,29.49,38.16,79.19,32.47,75.42,-1.8631428571428614,-9.055999999999997,-2.5338742857142917,-0.35399714285714357,-12.316159999999996,-1.7206399999999995,-1.4159885714285747,-5.4266597872942555,-6.882559999999998,-19.179939003727547,-2.6270314285714345
411,4.21,29.54,39.96,81.18,33.1,76.84,-1.2331428571428589,-7.255999999999993,-1.6770742857142882,-0.2342971428571432,-9.86815999999999,-1.378639999999999,-0.9371885714285727,-3.591698150891272,-5.514559999999995,-15.36767197560148,-1.7387314285714308
412,4.22,29.58,36.61,74.24,31.42,70.35,-2.9131428571428586,-10.605999999999995,-3.961874285714288,-0.5534971428571427,-14.424159999999993,-2.015139999999999,-2.2139885714285725,-8.484929181299208,-8.060559999999995,-22.462724500169426,-4.107531428571431
413,4.23,29.63,40.6,81.78,33.55,77.39,-0.7831428571428631,-6.6159999999999926,-1.0650742857142939,-0.14879714285714396,-8.99775999999999,-1.2570399999999982,-0.595188571428576,-2.2810112677463015,-5.028159999999994,-14.01219925448999,-1.104231428571437
414,4.24,29.68,36.65,76.68,31.73,73.2,-2.60314285714286,-10.565999999999995,-3.5402742857142897,-0.4945971428571436,-14.369759999999994,-2.0075400000000005,-1.9783885714285736,-7.582011550688223,-8.030159999999997,-22.37800745509996,-3.6704314285714323
415,4.25,29.73,40.88,81.45,33.61,76.86,-0.7231428571428609,-6.335999999999991,-0.9834742857142909,-0.13739714285714344,-8.616959999999988,-1.2038399999999996,-0.5495885714285743,-2.1062530166602973,-4.815359999999994,-13.419179939003712,-1.0196314285714339
416,4.26,29.78,40.28,80.66,33.06,75.99,-1.273142857142858,-6.935999999999993,-1.731474285714287,-0.2418971428571428,-9.43295999999999,-1.3178399999999986,-0.9675885714285721,-3.708203651615268,-5.271359999999994,-14.689935615045732,-1.7951314285714297
417,4.27,29.83,35.75,73.42,30.97,69.78,-3.3631428571428614,-11.465999999999994,-4.573874285714292,-0.6389971428571428,-15.593759999999993,-2.178539999999998,-2.555988571428575,-9.795616064444197,-8.714159999999996,-24.28414096916299,-4.742031428571434
418,4.28,29.88,34.95,73.02,30.78,69.82,-3.553142857142859,-12.265999999999991,-4.832274285714289,-0.6750971428571431,-16.68175999999999,-2.3305399999999956,-2.700388571428573,-10.349017192883183,-9.322159999999993,-25.97848187055234,-5.009931428571431
419,4.29,29.93,36.18,70.73,30.31,66.06,-4.023142857142862,-11.035999999999994,-5.471474285714292,-0.7643971428571437,-15.008959999999993,-2.0968399999999985,-3.0575885714285747,-11.717956826390171,-8.387359999999996,-23.373432734666206,-5.672631428571434
420,4.3,29.98,38.91,77.55,32.05,72.72,-2.283142857142863,-8.305999999999997,-3.105074285714294,-0.43379714285714366,-11.296159999999997,-1.5781399999999994,-1.735188571428576,-6.649967544896243,-6.312559999999998,-17.591494408675022,-3.2192314285714367
421,4.31,30.03,34.57,72.73,30.48,69.58,-3.85314285714286,-12.645999999999994,-5.24027428571429,-0.7320971428571434,-17.198559999999993,-2.402739999999998,-2.9283885714285733,-11.222808448313174,-9.610959999999995,-26.783293798712293,-5.4329314285714325
422,4.32,30.07,39.67,79.48,32.61,74.78,-1.7231428571428609,-7.545999999999992,-2.343474285714291,-0.3273971428571434,-10.26255999999999,-1.4337399999999985,-1.3095885714285742,-5.018890534760258,-5.734959999999994,-15.981870552355119,-2.4296314285714335
423,4.33,30.12,37.99,78.93,32.11,75.03,-2.223142857142861,-9.225999999999992,-3.023474285714291,-0.42239714285714314,-12.54735999999999,-1.752939999999997,-1.6895885714285743,-6.47520929381024,-7.0117599999999936,-19.539986445272774,-3.1346314285714336
424,4.34,30.17,38.38,77.4,31.94,72.92,-2.393142857142859,-8.835999999999991,-3.2546742857142883,-0.45469714285714335,-12.016959999999989,-1.6788399999999992,-1.818788571428573,-6.970357671887228,-6.715359999999993,-18.71399525584546,-3.374331428571431
425,4.35,30.22,36.26,74.85,31.47,71.31,-2.8631428571428614,-10.955999999999996,-3.8938742857142916,-0.543997142857144,-14.900159999999996,-2.0816399999999966,-2.1759885714285745,-8.339297305394215,-8.326559999999997,-23.203998644527275,-4.037031428571434
426,4.36,30.27,37.21,77.14,31.97,73.46,-2.3631428571428614,-10.005999999999993,-3.213874285714292,-0.4489971428571433,-13.608159999999991,-1.901139999999998,-1.7959885714285746,-6.882978546344236,-7.604559999999995,-21.191968824127404,-3.3320314285714345
427,4.37,30.32,38.71,79.39,32.56,75.33,-1.773142857142858,-8.505999999999993,-2.411474285714287,-0.336897142857143,-11.568159999999992,-1.616139999999998,-1.347588571428572,-5.164522410665248,-6.464559999999995,-18.015079634022353,-2.5001314285714296
428,4.38,30.37,36.55,72.68,31.31,68.61,-3.0231428571428616,-10.665999999999997,-4.111474285714292,-0.5743971428571442,-14.505759999999997,-2.026539999999999,-2.297588571428575,-8.805319308290212,-8.106159999999997,-22.589800067773634,-4.262631428571434
429,4.39,30.42,37.21,72.06,31.34,67.46,-2.9931428571428604,-10.005999999999993,-4.070674285714291,-0.5686971428571432,-13.608159999999991,-1.901139999999998,-2.274788571428574,-8.717940182747208,-7.604559999999995,-21.191968824127404,-4.220331428571433
430,4.4,30.47,35.12,73.36,31.13,70.3,-3.2031428571428613,-12.095999999999997,-4.356274285714291,-0.6085971428571435,-16.450559999999996,-2.29824,-2.4343885714285745,-9.329594061548201,-9.192959999999998,-25.618434429007113,-4.516431428571434
431,4.41,30.52,38.54,80.56,32.59,76.8,-1.7431428571428569,-8.675999999999995,-2.3706742857142857,-0.3311971428571425,-11.799359999999993,-1.648439999999999,-1.3247885714285712,-5.077143285122246,-6.593759999999996,-18.375127075567598,-2.4578314285714282
432,4.42,30.56,38.53,80.24,32.49,76.38,-1.8431428571428583,-8.685999999999993,-2.5066742857142876,-0.35019714285714265,-11.812959999999991,-1.6503399999999981,-1.4007885714285724,-5.368407036932247,-6.601359999999994,-18.396306336834957,-2.59883142857143
433,4.43,30.61,37.25,77.43,31.73,73.6,-2.60314285714286,-9.965999999999994,-3.5402742857142897,-0.4945971428571436,-13.553759999999993,-1.893539999999998,-1.9783885714285736,-7.582011550688223,-7.574159999999996,-21.107251779057936,-3.6704314285714323
434,4.44,30.66,40.16,83.08,33.46,79.15,-0.8731428571428594,-7.055999999999997,-1.187474285714289,-0.1658971428571432,-9.596159999999998,-1.3406399999999987,-0.6635885714285732,-2.5431486443752873,-5.362559999999998,-14.944086750254149,-1.2311314285714317
435,4.45,30.71,35.66,75.09,30.97,71.65,-3.3631428571428614,-11.555999999999997,-4.573874285714292,-0.6389971428571428,-15.716159999999997,-2.195639999999999,-2.555988571428575,-9.795616064444197,-8.782559999999998,-24.474754320569296,-4.742031428571434
436,4.46,30.76,34.58,72.19,30.5,69.01,-3.8331428571428603,-12.635999999999996,-5.21307428571429,-0.7282971428571434,-17.184959999999997,-2.4008399999999988,-2.9131885714285737,-11.164555697951176,-9.603359999999997,-26.76211453744493,-5.4047314285714325
437,4.47,30.81,32.04,66.36,29.09,63.82,-5.24314285714286,-15.175999999999995,-7.13067428571429,-0.9961971428571434,-20.639359999999993,-2.8834400000000002,-3.984788571428574,-15.271374598472121,-11.533759999999996,-32.14164689935614,-7.392831428571433
438,4.48,30.86,33.88,69.0,29.9,65.72,-4.433142857142862,-13.335999999999991,-6.029074285714293,-0.8422971428571433,-18.13695999999999,-2.5338399999999943,-3.369188571428575,-12.912138208811157,-10.135359999999993,-28.24466282616061,-6.250731428571434
439,4.49,30.91,31.24,67.52,28.94,65.52,-5.393142857142859,-15.975999999999996,-7.334674285714288,-1.0246971428571436,-21.727359999999994,-3.0354400000000012,-4.098788571428573,-15.708270226187112,-12.141759999999996,-33.83598780074551,-7.604331428571431
440,4.5,30.96,34.37,74.26,30.35,71.28,-3.983142857142859,-12.845999999999997,-5.417074285714288,-0.7567971428571436,-17.470559999999995,-2.440739999999998,-3.0271885714285727,-11.601451325666167,-9.762959999999998,-27.20687902405964,-5.616231428571431
441,4.51,31.01,32.47,69.18,29.25,66.54,-5.08314285714286,-14.745999999999995,-6.91307428571429,-0.9657971428571432,-20.054559999999995,-2.801739999999999,-3.863188571428574,-14.805352595576126,-11.206959999999997,-31.230938664859366,-7.167231428571433
442,4.52,31.05,27.45,60.55,26.58,59.74,-7.753142857142862,-19.765999999999995,-10.544274285714293,-1.473097142857144,-26.881759999999996,-3.7555399999999963,-5.892388571428575,-22.58209476890303,-15.022159999999996,-41.8629278210776,-10.931931428571435
443,4.53,31.1,26.04,58.89,25.51,58.38,-8.823142857142859,-21.175999999999995,-11.999474285714289,-1.6763971428571427,-28.799359999999997,-4.023439999999997,-6.705588571428573,-25.69861691326998,-16.093759999999996,-44.84920365977634,-12.44063142857143
444,4.54,31.14,29.29,66.04,27.34,64.32,-6.99314285714286,-17.925999999999995,-9.510674285714291,-1.328697142857143,-24.379359999999995,-3.4059399999999975,-5.314788571428574,-20.368490255147055,-13.623759999999995,-37.96594374788207,-9.860331428571433
445,4.55,31.19,24.88,55.8,24.18,55.12,-10.15314285714286,-22.335999999999995,-13.808274285714292,-1.9290971428571417,-30.376959999999997,-4.243839999999999,-7.716388571428574,-29.572424812342934,-16.975359999999995,-47.30599796679091,-14.315931428571433
446,4.56,31.23,31.67,67.94,28.58,65.36,-5.753142857142862,-15.545999999999992,-7.824274285714293,-1.093097142857144,-21.142559999999992,-2.9537399999999963,-4.3723885714285755,-16.756819732703107,-11.814959999999994,-32.92527956624872,-8.111931428571435
447,4.57,31.28,28.89,63.69,27.08,62.06,-7.253142857142862,-18.325999999999993,-9.864274285714293,-1.3780971428571434,-24.92335999999999,-3.481939999999998,-5.512388571428575,-21.125776009853052,-13.927759999999996,-38.81311419857675,-10.226931428571435
448,4.58,31.32,26.62,59.58,25.87,58.87,-8.46314285714286,-20.595999999999993,-11.50987428571429,-1.6079971428571422,-28.01055999999999,-3.9132399999999983,-6.431988571428573,-24.650067406753994,-15.652959999999995,-43.620806506269055,-11.93303142857143
449,4.59,31.37,30.78,69.15,28.65,67.35,-5.683142857142862,-16.435999999999993,-7.729074285714293,-1.0797971428571431,-22.352959999999992,-3.1228399999999965,-4.319188571428575,-16.55293510643611,-12.491359999999995,-34.810233819044385,-8.013231428571435
450,4.6,31.42,28.22,65.27,27.07,64.25,-7.26314285714286,-18.995999999999995,-9.87787428571429,-1.3799971428571443,-25.834559999999996,-3.6092399999999962,-5.5199885714285735,-21.154902385034042,-14.436959999999996,-40.232124703490335,-10.241031428571432
451,4.61,31.46,27.97,61.07,26.63,59.82,-7.703142857142861,-19.245999999999995,-10.476274285714291,-1.463597142857143,-26.174559999999996,-3.6567399999999957,-5.854388571428575,-22.43646289299803,-14.626959999999997,-40.76160623517451,-10.861431428571434
452,4.62,31.51,28.49,63.24,27.13,62.0,-7.203142857142861,-18.725999999999996,-9.796274285714292,-1.3685971428571442,-25.467359999999996,-3.5579399999999985,-5.474388571428575,-20.980144133948052,-14.231759999999996,-39.660284649271425,-10.156431428571434
453,4.63,31.55,32.56,72.61,29.89,70.51,-4.44314285714286,-14.655999999999992,-6.042674285714289,-0.8441971428571433,-19.93215999999999,-2.7846399999999996,-3.3767885714285732,-12.941264583992151,-11.138559999999995,-31.040325313453053,-6.264831428571432
454,4.64,31.6,37.08,78.1,31.43,74.29,-2.9031428571428606,-10.135999999999996,-3.9482742857142905,-0.5515971428571436,-13.784959999999995,-1.925839999999999,-2.2063885714285743,-8.455802806118214,-7.703359999999996,-21.467299220603177,-4.093431428571433
455,4.65,31.64,31.79,68.23,29.01,65.9,-5.323142857142859,-15.425999999999995,-7.239474285714288,-1.0113971428571427,-20.979359999999996,-2.930939999999996,-4.045588571428572,-15.504385599920113,-11.723759999999997,-32.671128431040316,-7.50563142857143
456,4.66,31.69,31.67,71.76,29.4,69.92,-4.933142857142862,-15.545999999999992,-6.709074285714292,-0.937297142857143,-21.142559999999992,-2.9537399999999963,-3.749188571428575,-14.368456967861137,-11.814959999999994,-32.92527956624872,-6.9557314285714344
457,4.67,31.73,30.91,68.68,28.75,66.84,-5.58314285714286,-16.305999999999994,-7.59307428571429,-1.060797142857143,-22.176159999999992,-3.0981399999999972,-4.243188571428574,-16.26167135462611,-12.392559999999996,-34.53490342256861,-7.872231428571433
458,4.68,31.78,31.5,70.19,28.99,68.15,-5.343142857142862,-15.715999999999994,-7.266674285714292,-1.0151971428571445,-21.373759999999994,-2.986039999999999,-4.060788571428575,-15.562638350282123,-11.944159999999995,-33.28532700779396,-7.5338314285714345
459,4.69,31.83,28.95,63.67,27.38,62.24,-6.953142857142861,-18.265999999999995,-9.456274285714292,-1.321097142857143,-24.841759999999994,-3.4705399999999997,-5.2843885714285745,-20.25198475442306,-13.882159999999995,-38.68603863097255,-9.803931428571435
460,4.7,31.87,32.47,69.88,29.04,67.12,-5.293142857142861,-14.745999999999995,-7.198674285714292,-1.0056971428571426,-20.054559999999995,-2.801739999999999,-4.022788571428575,-15.417006474377123,-11.206959999999997,-31.230938664859366,-7.463331428571434
461,4.71,31.92,28.49,62.04,27.02,60.68,-7.313142857142861,-18.725999999999996,-9.945874285714291,-1.3894971428571434,-25.467359999999996,-3.5579399999999985,-5.557988571428575,-21.300534260939045,-14.231759999999996,-39.660284649271425,-10.311531428571433
462,4.72,31.96,28.1,62.05,26.79,60.84,-7.543142857142861,-19.115999999999993,-10.258674285714292,-1.4331971428571428,-25.997759999999992,-3.6320399999999964,-5.732788571428575,-21.970440890102036,-14.528159999999994,-40.48627583869874,-10.635831428571434
463,4.73,32.01,31.63,68.9,28.69,66.48,-5.643142857142859,-15.585999999999995,-7.674674285714289,-1.0721971428571422,-21.196959999999994,-2.96134,-4.288788571428573,-16.436429605712103,-11.845359999999996,-33.00999661131819,-7.956831428571431
464,4.74,32.05,29.86,64.4,27.76,62.51,-6.573142857142859,-17.355999999999995,-8.939474285714288,-1.2488971428571425,-23.604159999999993,-3.2976399999999977,-4.995588571428573,-19.145182497545065,-13.190559999999996,-36.75872585564215,-9.268131428571431
465,4.75,32.1,29.37,63.58,27.55,61.93,-6.78314285714286,-17.845999999999993,-9.225074285714289,-1.2887971428571436,-24.270559999999993,-3.3907399999999974,-5.155188571428574,-19.75683637634606,-13.562959999999995,-37.79650965774313,-9.564231428571432
466,4.76,32.14,30.33,68.16,27.92,66.13,-6.413142857142859,-16.885999999999996,-8.721874285714287,-1.218497142857144,-22.964959999999994,-3.2083399999999997,-4.873988571428573,-18.67916049464907,-12.833359999999997,-35.763300576075906,-9.04253142857143
467,4.77,32.19,28.07,62.49,26.85,61.37,-7.483142857142859,-19.145999999999994,-10.177074285714289,-1.4217971428571428,-26.038559999999993,-3.6377399999999973,-5.687188571428573,-21.795682639016032,-14.550959999999995,-40.54981362250084,-10.55123142857143
468,4.78,32.24,28.86,63.41,27.17,61.88,-7.163142857142859,-18.355999999999995,-9.741874285714289,-1.3609971428571424,-24.964159999999996,-3.4876399999999954,-5.443988571428573,-20.863638633224042,-13.950559999999996,-38.87665198237885,-10.10003142857143
469,4.79,32.28,32.47,69.32,28.98,66.48,-5.35314285714286,-14.745999999999995,-7.28027428571429,-1.0170971428571427,-20.054559999999995,-2.801739999999999,-4.0683885714285735,-15.591764725463117,-11.206959999999997,-31.230938664859366,-7.547931428571432
470,4.8,32.33,33.99,72.21,30.07,69.17,-4.26314285714286,-13.225999999999992,-5.79787428571429,-0.8099971428571431,-17.987359999999992,-2.512939999999997,-3.2399885714285737,-12.416989830734158,-10.051759999999994,-28.011690952219574,-6.011031428571433
471,4.81,32.37,28.69,61.61,27.11,60.15,-7.223142857142861,-18.525999999999993,-9.823474285714292,-1.3723971428571424,-25.19535999999999,-3.5199399999999983,-5.489588571428574,-21.038396884310046,-14.079759999999995,-39.23669942392409,-10.184631428571434
472,4.82,32.42,29.24,62.76,27.4,61.07,-6.933142857142862,-17.975999999999996,-9.429074285714293,-1.317297142857143,-24.447359999999996,-3.4154399999999967,-5.269188571428575,-20.19373200406106,-13.661759999999997,-38.07184005421891,-9.775731428571435
473,4.83,32.46,32.55,67.48,29.28,64.71,-5.053142857142859,-14.665999999999997,-6.872274285714289,-0.9600971428571432,-19.945759999999996,-2.7865399999999987,-3.840388571428573,-14.717973470033124,-11.146159999999998,-31.061504574720434,-7.124931428571431
474,4.84,32.51,32.14,66.9,29.08,64.28,-5.253142857142862,-15.075999999999993,-7.1442742857142925,-0.9980971428571443,-20.503359999999994,-2.8644399999999983,-3.992388571428575,-15.300500973653126,-11.457759999999995,-31.929854286682474,-7.406931428571435
475,4.85,32.56,34.26,70.65,30.22,67.4,-4.113142857142861,-12.955999999999996,-5.593874285714292,-0.7814971428571438,-17.620159999999995,-2.461639999999999,-3.1259885714285747,-11.980094203019169,-9.846559999999997,-27.43985089800067,-5.799531428571434
476,4.86,32.6,34.24,70.38,30.34,67.23,-3.9931428571428604,-12.975999999999992,-5.43067428571429,-0.7586971428571436,-17.647359999999992,-2.4654399999999974,-3.034788571428574,-11.630577700847171,-9.861759999999993,-27.482209420535398,-5.6303314285714325
477,4.87,32.65,30.92,65.08,28.66,63.05,-5.67314285714286,-16.295999999999992,-7.71547428571429,-1.077897142857143,-22.162559999999992,-3.096239999999998,-4.311588571428573,-16.5238087312551,-12.384959999999994,-34.51372416130125,-7.999131428571433
478,4.88,32.69,34.94,74.78,31.27,72.04,-3.0631428571428607,-12.275999999999996,-4.165874285714291,-0.5819971428571433,-16.695359999999997,-2.3324399999999983,-2.327988571428574,-8.921824809014208,-9.329759999999997,-25.999661131819717,-4.319031428571433
479,4.89,32.74,36.82,76.6,31.99,73.17,-2.343142857142862,-10.395999999999994,-3.1866742857142922,-0.44519714285714374,-14.138559999999993,-1.9752399999999977,-1.780788571428575,-6.824725795982238,-7.900959999999995,-22.017960013554717,-3.303831428571435
480,4.9,32.78,35.34,72.69,31.4,69.61,-2.9331428571428617,-11.87599999999999,-3.9890742857142922,-0.5572971428571436,-16.15135999999999,-2.256439999999998,-2.229188571428575,-8.543181931661215,-9.025759999999993,-25.152490681125027,-4.135731428571435
481,4.91,32.83,34.7,70.97,30.55,67.64,-3.7831428571428596,-12.515999999999991,-5.14507428571429,-0.7187971428571425,-17.02175999999999,-2.3780399999999986,-2.8751885714285734,-11.018923822046176,-9.512159999999993,-26.507963402236513,-5.334231428571432
482,4.92,32.87,36.04,72.63,31.22,68.89,-3.1131428571428614,-11.175999999999995,-4.2338742857142915,-0.5914971428571443,-15.199359999999993,-2.1234400000000004,-2.365988571428575,-9.067456684919208,-8.493759999999996,-23.669942392409347,-4.389531428571434
483,4.93,32.92,37.79,80.7,32.85,77.58,-1.4831428571428589,-9.425999999999995,-2.0170742857142883,-0.2817971428571431,-12.819359999999994,-1.7909399999999973,-1.1271885714285728,-4.319857530416262,-7.163759999999996,-19.963571670620123,-2.091231428571431
484,4.94,32.97,39.68,81.97,33.61,78.28,-0.7231428571428609,-7.535999999999994,-0.9834742857142909,-0.13739714285714344,-10.248959999999993,-1.4318399999999976,-0.5495885714285743,-2.1062530166602973,-5.727359999999996,-15.960691291087755,-1.0196314285714339
485,4.95,33.01,37.63,78.4,32.17,74.71,-2.1631428571428586,-9.585999999999991,-2.941874285714288,-0.4109971428571426,-13.03695999999999,-1.8213399999999975,-1.6439885714285725,-6.3004510427242355,-7.285359999999994,-20.302439850897986,-3.0500314285714305
486,4.96,33.06,36.52,77.3,31.73,73.98,-2.60314285714286,-10.69599999999999,-3.5402742857142897,-0.4945971428571436,-14.546559999999989,-2.032239999999998,-1.9783885714285736,-7.582011550688223,-8.128959999999994,-22.653337851575724,-3.6704314285714323
