,Sample ID,Depth (m),APcomp Depth (m),Cwu d18O (VPDB),Cwu d13C (VPDB),n specimens G. trunc,Gtrunc d18O (VDPB),Gtrunc d13C (VPDB),sample weight (g),IRD #/g,IRD MAR ,SS mean,SS Std,LR04_age,SS_unitv,SS_dHolocene,SS_offset,dU_dhol_mccave,dU_dhol_mccave_2std,pct_dU_dHol_mccave,dU_dhol_culp
193,MD02-2588-193.5,1.935,1.935,3.917516563,0.274092285,,2.949578324,0.953455608,,29.79820205,78.18274107,22.9324,,73.07909604519774,0.5827293470926048,1.4194866666666641,22.9324,1.7885531999999968,0.2555075999999996,6.598300493625986,1.85952753333333
194,MD02-2588-194.5,1.945,1.945,3.753430042,0.393574096,,3.031489771,0.953656492,,16.91766925,44.38756916,25.3166,,73.37288135593221,1.7630006292666052,3.803686666666664,25.3166,4.792645199999996,0.6846635999999995,17.680946358729642,4.98282953333333
195,MD02-2588-195.5,1.955,1.955,3.90097074,0.501104651,,2.827064159,0.888572192,,14.4121758,37.81380525,22.6518,,73.66666666666667,0.4438214862679994,1.1388866666666644,22.6518,1.434997199999997,0.20499959999999962,5.293967623167097,1.4919415333333303
196,MD02-2588-196.5,1.965,1.965,3.842107826,0.382126178,,2.27224584,0.581967396,,6.128507134,16.07961063,23.5309,,73.96045197740114,0.8790100124651141,2.017986666666662,23.5309,2.542663199999994,0.36323759999999927,9.380350468571256,2.643562533333327
197,MD02-2588-197.5,1.975,1.975,3.750061197,0.36812987,,2.568320775,0.899563328,,6.589577063,17.28933834,23.1784,,74.2542372881356,0.7045088686993503,1.6654866666666628,23.1784,2.0985131999999953,0.2997875999999988,7.7417997314481015,2.1817875333333285
198,MD02-2588-198.5,1.985,1.985,3.795798917,0.383824285,,2.473199358,0.642920244,,2.197265625,5.765054185,22.39,,74.54802259887006,0.31422035311090085,0.8770866666666635,22.39,1.105129199999996,0.15787559999999945,4.077024125354771,1.1489835333333291
199,MD02-2588-199.5,1.995,1.995,3.720638168,0.532123304,,2.978305626,1.076218195,,,,24.0355,,74.84180790960453,1.128806543370659,2.522586666666662,24.0355,3.178459199999994,0.45406559999999896,11.72591841737224,3.304588533333327
200,MD02-2588-200.5,2.005,2.005,3.712184415,0.27017407,,2.500497886,1.006174317,,,,22.987,,75.13559322033898,0.6097584604248324,1.4740866666666612,22.987,1.8573491999999932,0.2653355999999989,6.852101543971857,1.9310535333333263
201,MD02-2588-201.5,2.015,2.015,3.696806128,0.289384799,,3.125929478,1.172106498,,0.6051895,1.587860029,21.9163,,75.42937853107345,0.07972051821205633,0.40338666666666256,21.9163,0.5082671999999948,0.07260959999999927,1.875090836914367,0.528436533333328
202,MD02-2588-202.5,2.025,2.025,3.681308924,0.35406497,,3.199508557,1.049504521,,,,24.322,,75.7231638418079,1.2706351325590037,2.809086666666662,24.322,3.539449199999994,0.5056355999999993,13.05767667605532,3.6799035333333276
203,MD02-2588-203.5,2.035,2.035,3.82693443,0.409290239,,3.140420698,1.102956937,,2.685915729,7.047145115,23.6852,,76.01694915254238,0.9553944847574752,2.172286666666661,23.6852,2.737081199999993,0.39101159999999924,10.097594096197078,2.845695533333326
204,MD02-2588-204.5,2.045,2.045,,,,2.98849239,0.921501634,,,,21.6081,,76.31073446327683,-0.07285041089037893,0.0951866666666632,21.6081,0.11993519999999563,0.01713359999999936,0.4424629300169008,0.12469453333332879
205,MD02-2588-205.5,2.055,2.055,3.672344115,0.503148118,,2.932158959,1.096204393,,1.734166697,4.605613323,20.2796,,76.60451977401131,-0.7305093314373807,-1.2333133333333386,20.2796,-1.5539748000000067,-0.22199640000000076,-5.732897791311102,-1.6156404666666737
206,MD02-2588-206.5,2.065,2.065,3.666932522,0.578085703,,2.85710325,1.141354061,,,,22.9296,,76.89830508474576,0.5813432387165928,1.4166866666666635,22.9296,1.785025199999996,0.25500359999999955,6.5852850551467075,1.8558595333333294
207,MD02-2588-207.5,2.075,2.075,3.589730245,0.725967286,,2.672954941,1.249771397,,1.569286815,4.382897188,23.9259,,77.19209039548024,1.0745503012239135,2.4129866666666615,23.9259,3.0403631999999936,0.43433759999999877,11.216456968326286,3.1610125333333268
208,MD02-2588-208.5,2.085,2.085,3.649644836,0.689427794,,2.818865834,0.980719597,,,,20.6385,,77.48587570621469,-0.5528399399550172,-0.8744133333333366,20.6385,-1.101760800000004,-0.1573944000000005,-4.064597480521017,-1.145481466666671
209,MD02-2588-209.5,2.095,2.095,3.571467739,0.655273526,,2.51123671,0.87423441,,2.437403058,6.807478979,21.6868,,77.77966101694916,-0.03389086475033389,0.17388666666666452,21.6868,0.2190971999999973,0.03129959999999962,0.8082897187022764,0.22779153333333055
210,MD02-2588-210.5,2.105,2.105,3.473906563,0.606530804,,2.845757619,0.995828736,,1.664963863,4.650115811,22.9119,,78.07344632768361,0.572581053625375,1.3989866666666622,22.9119,1.7627231999999944,0.2518175999999992,6.503008890474134,1.8326725333333276
211,MD02-2588-211.5,2.115,2.115,3.594343843,0.697148359,,2.969189019,1.034398208,,1.972994636,5.510422032,,,78.36723163841809,,,,,,,
212,MD02-2588-212.5,2.125,2.125,3.571969696,0.520449676,,2.500831153,1.147399493,,,,19.697,,78.66101694915254,-1.018918881388967,-1.815913333333338,19.697,-2.288050800000006,-0.3268644000000007,-8.441038669177633,-2.3788464666666727
213,MD02-2588-213.5,2.135,2.135,3.464323809,0.481570937,,1.914386155,0.86585721,,1.374664925,3.839333242,19.4627,,78.954802259887,-1.1349064501388055,-2.0502133333333354,19.4627,-2.5832688000000026,-0.36903840000000043,-9.53015196763991,-2.6857794666666694
214,MD02-2588-214.5,2.145,2.145,3.545154494,0.434718281,,2.336306106,0.978271302,,,,19.9336,,79.24858757062147,-0.901792723615975,-1.5793133333333387,19.9336,-1.9899348000000068,-0.28427640000000065,-7.341234117678801,-2.068900466666674
215,MD02-2588-215.5,2.155,2.155,3.461294053,0.548285923,,2.644280936,1.163091888,,2.447647539,6.836091025,21.4032,,79.54237288135593,-0.17428384169209654,-0.10971333333333888,21.4032,-0.138238800000007,-0.019748400000001,-0.5099882644129969,-0.14372446666667393
216,MD02-2588-216.5,2.165,2.165,3.503988047,0.560885231,,2.797950818,0.988562158,,,,21.5529,,79.8361581920904,-0.10017654744603867,0.03998666666666395,21.5529,0.050383199999996575,0.007197599999999513,0.18587285713974555,0.052382533333329775
217,MD02-2588-217.5,2.175,2.175,3.566392683,0.527575146,,3.111749621,1.066944307,,,,20.83,,80.12994350282486,-0.45804002780992936,-0.6829133333333388,20.83,-0.8604708000000069,-0.12292440000000104,-3.174434455956246,-0.8946164666666738
218,MD02-2588-218.5,2.185,2.185,3.54104988,0.60539197,,3.129307457,1.144371536,,2.005326649,5.600722854,22.2659,,80.42372881355932,0.2527860497312364,0.7529866666666614,22.2659,0.9487631999999934,0.13553759999999893,3.500161298469701,0.9864125333333265
219,MD02-2588-219.5,2.195,2.195,3.525882874,0.702511912,,2.993531677,1.113559626,,,,21.7853,,80.71751412429379,0.014870447762935323,0.27238666666666234,21.7853,0.34320719999999455,0.049029599999999174,1.26615425091966,0.3568265333333277
220,MD02-2588-220.5,2.205,2.205,3.550134508,0.565895355,,3.089090426,1.157843123,,,,20.2077,,81.01129943502825,-0.7661026143785391,-1.305213333333338,20.2077,-1.6445688000000058,-0.23493840000000077,-6.0671156579753704,-1.709829466666673
221,MD02-2588-221.5,2.215,2.215,3.570515642,0.64609546,,2.873588354,1.0512485,,2.983590254,8.332937743,20.7815,,81.30508474576271,-0.4820494050372742,-0.7314133333333359,20.7815,-0.9215808000000033,-0.13165440000000028,-3.399880443900838,-0.9581514666666701
222,MD02-2588-222.5,2.225,2.225,3.586649053,0.507362319,,2.961236438,0.982366774,,,,19.6019,,81.59887005649718,-1.0659970623027937,-1.9110133333333366,19.6019,-2.407876800000004,-0.3439824000000007,-8.88309874038447,-2.503427466666671
223,MD02-2588-223.5,2.235,2.235,3.460930797,0.678927429,,2.89227795,1.105159508,,,,21.2704,,81.89265536723164,-0.24002498181151052,-0.24251333333333847,21.2704,-0.30556680000000647,-0.043652400000000924,-1.1272919180015217,-0.3176924666666734
224,MD02-2588-224.5,2.245,2.245,3.491261387,0.601201923,,2.578693426,0.949112291,,1.034393587,2.888981605,21.041,,82.1864406779661,-0.353586860903329,-0.47191333333333674,21.041,-0.5946108000000043,-0.08494440000000059,-2.1936281991250683,-0.6182064666666711
225,MD02-2588-225.5,2.255,2.255,3.394028148,0.675756723,,2.850863732,1.066794751,,,,24.46,,82.48022598870057,1.338950473948155,2.9470866666666637,24.46,3.7133291999999964,0.5304755999999995,13.699151858248223,3.86068353333333
226,MD02-2588-226.5,2.265,2.265,3.349711562,0.56787012,,2.916139482,0.989924413,,,,22.1314,,82.77401129943503,0.18620334381210124,0.6184866666666622,22.1314,0.7792931999999944,0.1113275999999992,2.8749554143759024,0.8102175333333275
227,MD02-2588-227.5,2.275,2.275,3.426073017,0.662254338,,3.009933102,0.977207346,,0.630401093,1.76066169,22.8687,,83.0677966101695,0.5511953815383372,1.3557866666666634,22.8687,1.708291199999996,0.2440415999999992,6.3021992682224495,1.7760805333333292
228,MD02-2588-228.5,2.285,2.285,3.40997852,0.530296478,,3.011861407,1.033526173,,,,21.7975,,83.36158192090396,0.020909919972700777,0.2845866666666623,21.7975,0.35857919999999455,0.051225599999999205,1.3228643757222203,0.37280853333332764
229,MD02-2588-229.5,2.295,2.295,3.305938693,0.550226018,,2.792650691,1.171701067,,,,24.2572,,83.65536723163842,1.2385566244284472,2.744286666666664,24.2572,3.4578011999999965,0.4939715999999992,12.756462242677793,3.59501553333333
230,MD02-2588-230.5,2.305,2.305,3.40364732,0.779879188,,2.742289349,0.947481773,,0.593031875,1.656292345,21.531,,83.94915254237289,-0.1110178951012745,0.0180866666666617,21.531,0.02278919999999374,0.0032555999999991057,0.08407353474825367,0.023693533333326827
231,MD02-2588-231.5,2.315,2.315,3.36227837,0.638424644,,2.23250843,0.902236429,,,,21.483,,84.24293785310735,-0.1347797529757607,-0.029913333333336567,21.483,-0.03769080000000408,-0.00538440000000058,-0.1390482677536154,-0.0391864666666709
232,MD02-2588-232.5,2.325,2.325,3.445026965,0.560263508,,2.208347884,1.034265038,,,,23.4535,,84.53672316384181,0.8406940166425033,1.9405866666666611,23.4535,2.445139199999993,0.3493055999999988,9.020566562036976,2.542168533333326
233,MD02-2588-233.5,2.335,2.335,3.353832035,0.558490782,,2.980095247,1.009282086,,0.212280422,0.592882867,21.9018,,84.83050847457628,0.07254245697913927,0.3888866666666644,21.9018,0.48999719999999714,0.0699995999999996,1.8076894590752668,0.5094415333333303
234,MD02-2588-234.5,2.345,2.345,3.3116433,0.687750593,,2.606917554,1.060355944,,,,21.034,,85.12429378531074,-0.3570521318433591,-0.4789133333333382,21.034,-0.6034308000000062,-0.08620440000000085,-2.2261667953232656,-0.627376466666673
235,MD02-2588-235.5,2.355,2.355,,,,2.670622717,1.020796799,,,,21.521,,85.4180790960452,-0.11596828215845832,0.008086666666663689,21.521,0.010189199999996248,0.0014555999999994636,0.03758982589370518,0.010593533333329432
236,MD02-2588-236.5,2.365,2.365,3.390372775,0.603813293,,2.538365818,1.165225542,,,,24.92,,85.71186440677967,1.5666682785786563,3.4070866666666646,24.92,4.292929199999997,0.6132755999999997,15.837402465557881,4.463283533333331
237,MD02-2588-237.5,2.375,2.375,3.262188832,0.593780339,,2.514770317,0.974649591,,,,22.3122,,86.00564971751413,0.2757063418060031,0.7992866666666636,22.3122,1.0071011999999961,0.14387159999999932,3.715380870466313,1.0470655333333294
238,MD02-2588-238.5,2.385,2.385,3.282374294,0.568759104,,2.379299696,0.855275051,,1.203912716,3.362435475,22.6409,,86.29943502824858,0.4384255643756665,1.1279866666666614,22.6409,1.4212631999999934,0.20303759999999893,5.243300380515616,1.4776625333333264
239,MD02-2588-239.5,2.395,2.395,3.218010162,0.655221499,,,,,,,23.1931,,86.59322033898306,0.7117859376734126,1.680186666666664,23.1931,2.1170351999999966,0.30243359999999964,7.810130783464306,2.20104453333333
240,MD02-2588-240.5,2.405,2.405,3.255763455,0.451749797,,2.414464571,0.930592222,,0.257541126,0.719292526,23.3416,,86.88700564971751,0.7852991854726061,1.8286866666666626,23.3416,2.304145199999995,0.32916359999999933,8.500413859954481,2.395579533333328
241,MD02-2588-241.5,2.415,2.415,3.428386142,0.570762794,,2.149803407,0.84696911,,0.12749004,0.35606986,23.2127,,87.18079096045199,0.7214886963054951,1.6997866666666646,23.2127,2.1417311999999975,0.3059615999999994,7.901238852819242,2.2267205333333306
242,MD02-2588-242.5,2.425,2.425,3.37862262,0.56018976,,2.775098976,1.041455774,,,,22.9966,,87.47457627118644,0.614510831999731,1.4836866666666637,22.9966,1.8694451999999964,0.2670635999999993,6.896725904472245,1.9436295333333296
243,MD02-2588-243.5,2.435,2.435,3.36431493,0.480131221,,2.74053775,0.753794823,,0.599101348,1.673243914,20.0838,,87.76836158192091,-0.8274379100170584,-1.429113333333337,20.0838,-1.8006828000000046,-0.2572404000000006,-6.643048810683336,-1.8721384666666716
244,MD02-2588-244.5,2.445,2.445,3.327612404,0.350285486,,2.149151952,0.624600536,,,,20.826,,88.06214689265536,-0.4600201826328022,-0.6869133333333366,20.826,-0.8655108000000041,-0.12364440000000054,-3.1930279394980587,-0.899856466666671
245,MD02-2588-245.5,2.455,2.455,3.432636793,0.641672446,,2.590933748,1.118916567,,,,23.056,,88.35593220338984,0.6439161311194088,1.5430866666666638,23.056,1.9442891999999965,0.27775559999999944,7.172839135068318,2.0214435333333296
246,MD02-2588-246.5,2.465,2.465,3.306209269,0.344611505,,2.703537745,1.200393236,,,,22.8687,,88.64971751412429,0.5511953815383372,1.3557866666666634,22.8687,1.708291199999996,0.2440415999999992,6.3021992682224495,1.7760805333333292
247,MD02-2588-247.5,2.475,2.475,3.402676611,0.46874424,,2.28298622,0.906872829,,,,20.6474,,88.94350282485877,-0.5484340954741225,-0.865513333333336,20.6474,-1.0905468000000034,-0.1557924000000004,-4.023226979640458,-1.1338224666666703
248,MD02-2588-248.5,2.485,2.485,3.271516642,0.496136784,,2.201911671,1.007310001,,0.619658671,1.730658935,22.6479,,89.23728813559322,0.44189083531569656,1.1349866666666628,22.6479,1.4300831999999952,0.2042975999999992,5.275838976713812,1.4868325333333283
249,MD02-2588-249.5,2.495,2.495,3.470771486,0.416735679,,2.391482491,1.059286975,,,,22.4524,,89.5310734463277,0.34511076834773413,0.9394866666666637,22.4524,1.1837531999999962,0.16910759999999958,4.3670824686072125,1.2307275333333294
250,MD02-2588-250.5,2.505,2.505,3.543064304,0.412312349,,2.222764263,1.174816731,,,,21.6131,,89.82485875706215,-0.07037521736178702,0.1001866666666622,21.6131,0.12623519999999439,0.018033599999999178,0.465704784444175,0.1312445333333275
251,MD02-2588-251.5,2.515,2.515,3.51449294,0.269973517,,2.386259336,0.755460455,,,,24.099,,90.11864406779661,1.1602415011837832,2.586086666666663,24.099,3.2584691999999955,0.46549559999999923,12.021089968598686,3.3877735333333288
252,MD02-2588-252.5,2.525,2.525,3.577197366,0.421350937,,2.330737262,0.674791369,,,,21.6932,,90.41242937853107,-0.030722617033735966,0.18028666666666382,21.6932,0.22716119999999643,0.03245159999999944,0.8380392923691902,0.2361755333333296
253,MD02-2588-253.5,2.535,2.535,3.319491468,0.431713505,,2.266320526,0.831759544,,0.650582814,1.817027682,20.069,,90.70621468926554,-0.8347644828616924,-1.443913333333338,20.069,-1.819330800000006,-0.2599044000000006,-6.711844699788086,-1.891526466666673
254,MD02-2588-254.5,2.545,2.545,3.500178937,0.494769904,,2.680940329,0.927684961,,,,20.6906,,91.0,-0.5270484233870847,-0.8223133333333372,20.6906,-1.0361148000000049,-0.1480164000000006,-3.8224173573887734,-1.0772304666666719
255,MD02-2588-255.5,2.555,2.555,3.444314099,0.320747598,,2.462629595,0.746882463,,,,21.0529,,91.29378531073446,-0.34769590030527875,-0.46001333333333605,21.0529,-0.5796168000000034,-0.0828024000000005,-2.138312585588141,-0.6026174666666703
256,MD02-2588-256.5,2.565,2.565,3.546658448,0.30515416,,2.95232961,0.678769285,,,,22.7873,,91.58757062146893,0.5108992308928519,1.2743866666666612,22.7873,1.6057271999999931,0.22938959999999886,5.92382187814634,1.6694465333333264
257,MD02-2588-257.5,2.575,2.575,3.689773039,0.357679204,,2.704022689,1.274700733,,2.051913409,5.730836086,20.5344,,91.88135593220339,-0.6043734692203104,-0.9785133333333356,20.5344,-1.2329268000000029,-0.1761324000000002,-4.548492889696957,-1.2818524666666697
258,MD02-2588-258.5,2.585,2.585,3.65904579,0.37011839,,2.97820841,1.133325757,,3.655471784,10.2094511,21.2739,,92.17514124293785,-0.2382923463414946,-0.23901333333333596,21.2739,-0.30115680000000333,-0.04302240000000046,-1.111022619902415,-0.3131074666666701
259,MD02-2588-259.5,2.595,2.595,3.670171165,0.550771773,,2.778521031,0.988664806,,5.291151101,14.77777743,21.0287,,92.46892655367232,-0.3596758369836662,-0.4842133333333365,21.0287,-0.610108800000004,-0.08715840000000052,-2.250803161016173,-0.6343194666666708
260,MD02-2588-260.5,2.605,2.605,3.682565748,0.494411276,,3.06383761,1.058391594,,0.818256205,2.285326548,20.4492,,92.76271186440678,-0.6465507669475252,-1.063713333333336,20.4492,-1.3402788000000032,-0.19146840000000043,-4.9445340891377905,-1.3934644666666702
261,MD02-2588-261.5,2.615,2.615,3.62543027,0.36778583,,2.75987456,0.951427592,,,,19.8977,,93.05649717514125,-0.9195646131512674,-1.6152133333333367,19.8977,-2.035168800000004,-0.29073840000000084,-7.5081106324666536,-2.115929466666671
262,MD02-2588-262.5,2.625,2.625,3.555610087,0.585534165,,2.816723674,1.127248307,,,,21.6747,,93.35028248587571,-0.03988083308952761,0.1617866666666643,21.6747,0.203851199999997,0.02912159999999958,0.7520444309882605,0.21194053333333024
263,MD02-2588-263.5,2.635,2.635,3.617562357,0.413700952,,2.748883391,0.883051453,,0.0,0.0,20.0378,,93.64406779661016,-0.8502096904801081,-1.4751133333333364,20.0378,-1.858642800000004,-0.26552040000000043,-6.856873871414298,-1.9323984666666707
264,MD02-2588-264.5,2.645,2.645,3.647888218,0.356190881,,2.754122317,0.586046225,,,,21.223,,93.93785310734464,-0.2634898164625663,-0.28991333333333813,21.223,-0.365290800000006,-0.05218440000000085,-1.3476246979721238,-0.379786466666673
265,MD02-2588-265.5,2.655,2.655,3.636625582,0.522974928,,2.912182891,1.018306682,,,,21.2752,,94.23163841807909,-0.2376487960240603,-0.23771333333333544,21.2752,-0.29951880000000264,-0.04278840000000039,-1.1049797377513197,-0.31140446666666943
266,MD02-2588-266.5,2.665,2.665,3.615269685,0.590690774,,3.153072366,0.831272527,,,,19.6037,,94.52542372881356,-1.0651059926325008,-1.9092133333333372,19.6037,-2.405608800000005,-0.3436584000000007,-8.874731672790654,-2.5010694666666717
267,MD02-2588-267.5,2.675,2.675,3.568566522,0.511270719,,2.572238828,1.03517335,,,,20.4432,,94.81920903954801,-0.6495209991818361,-1.0697133333333362,20.4432,-1.3478388000000037,-0.1925484000000004,-4.972424314450527,-1.4013244666666704
268,MD02-2588-268.5,2.685,2.685,3.616095297,0.62290719,,3.083531002,1.004354853,,1.002380654,2.79957195,18.8265,,95.11299435028249,-1.4498500747169039,-2.6864133333333378,18.8265,-3.3848808000000057,-0.4835544000000005,-12.487445524966883,-3.5192014666666727
269,MD02-2588-269.5,2.695,2.695,3.575653447,0.361640766,,2.763682678,1.071798829,,,,18.1694,,95.40677966101694,-1.775140008244517,-3.3435133333333376,18.1694,-4.2128268000000055,-0.6018324000000002,-15.541890033799872,-4.380002466666673
270,MD02-2588-270.5,2.705,2.705,3.617165179,0.407204744,,2.790772151,1.234325539,,,,21.8315,,95.70056497175142,0.03774123596712857,0.31858666666666124,21.8315,0.40141919999999315,0.05734559999999905,1.4809089858277114,0.4173485333333262
271,MD02-2588-271.5,2.715,2.715,3.563064794,0.488845856,,2.811075143,1.094852468,,,,20.0344,,95.99435028248587,-0.8518928220795505,-1.4785133333333356,20.0344,-1.8629268000000028,-0.26613240000000027,-6.872678332424845,-1.9368524666666698
272,MD02-2588-272.5,2.725,2.725,3.579797499,0.471816708,,2.819982962,0.827122159,,,,20.6747,,96.28813559322035,-0.5349195388080078,-0.8382133333333357,20.6747,-1.056148800000003,-0.1508784000000003,-3.8963264544675127,-1.0980594666666699
273,MD02-2588-273.5,2.735,2.735,3.528982006,0.463110238,,2.635654965,1.009088269,,1.128694712,3.152357382,18.8483,,96.5819209039548,-1.4390582309322415,-2.664613333333339,18.8483,-3.3574128000000067,-0.4796304000000009,-12.386111039663952,-3.490643466666674
274,MD02-2588-274.5,2.745,2.745,3.569550282,0.524221498,,2.834216835,1.213527,,,,20.424,,96.87570621468927,-0.6590257423316317,-1.0889133333333376,20.424,-1.3720308000000054,-0.19600440000000074,-5.061673035451284,-1.4264764666666723
275,MD02-2588-275.5,2.755,2.755,3.44703307,0.66033586,,2.459720486,0.718106341,,,,19.0855,,97.16949152542372,-1.3216350499358174,-2.4274133333333374,19.0855,-3.058540800000005,-0.4369344000000006,-11.283517465633837,-3.179911466666672
276,MD02-2588-276.5,2.765,2.765,3.525309986,0.501116723,,2.574694023,0.881852778,,,,18.7452,,97.4632768361582,-1.4900967214918157,-2.7677133333333366,18.7452,-3.487318800000004,-0.49818840000000053,-12.865358077954433,-3.625704466666671
277,MD02-2588-277.5,2.775,2.775,3.562734638,0.565648857,,2.586848549,0.750661145,,,,20.0815,,97.75706214689265,-0.8285764990402117,-1.4314133333333388,20.0815,-1.8035808000000069,-0.2576544000000007,-6.6537400637198925,-1.8751514666666738
278,MD02-2588-278.5,2.785,2.785,3.558440252,0.574593367,,2.419732444,0.957904752,,0.311284047,0.869392363,18.1872,,98.05084745762713,-1.7663283192827275,-3.3257133333333364,18.1872,-4.190398800000004,-0.5986284,-15.459149032038756,-4.356684466666671
279,MD02-2588-279.5,2.795,2.795,3.448106889,0.590708438,,2.546251088,1.020478444,,,,19.4616,,98.34463276836158,-1.1354509927150964,-2.0513133333333364,19.4616,-2.584654800000004,-0.36923640000000013,-9.535265175613915,-2.687220466666671
280,MD02-2588-280.5,2.805,2.805,,,,2.662485383,0.710936532,,,,19.5958,,98.63841807909606,-1.0690167984076764,-1.9171133333333366,19.5958,-2.415562800000004,-0.3450804000000005,-8.91145380278575,-2.511418466666671
281,MD02-2588-281.5,2.815,2.815,,,,2.283712544,0.77744386,,,,19.996,,98.9322033898305,-0.8709023083791416,-1.5169133333333384,19.996,-1.9113108000000065,-0.27304440000000074,-7.05117577442636,-1.9871564666666734
282,MD02-2588-282.5,2.825,2.825,3.354504463,0.578695074,,2.700691681,0.774689692,,0.195460431,0.545905928,20.3673,,99.22598870056498,-0.6870944369458691,-1.145613333333337,20.3673,-1.4434728000000046,-0.20621040000000046,-5.325235664656624,-1.5007534666666715
283,MD02-2588-283.5,2.835,2.835,3.407671395,0.494273568,,,,,,,19.7052,,99.51977401129943,-1.0148595640020743,-1.8077133333333357,19.7052,-2.277718800000003,-0.32538840000000047,-8.402922027916885,-2.36810446666667
284,MD02-2588-284.5,2.845,2.845,3.320144548,0.59651422,,2.38679882,0.603001852,,,,21.1058,,99.81355932203391,-0.3215083527727724,-0.40711333333333855,21.1058,-0.5129628000000066,-0.07328040000000091,-1.8924137657475426,-0.5333184666666735
285,MD02-2588-285.5,2.855,2.855,3.266101612,0.613459817,,2.212474394,0.827965908,,,,21.5854,,100.10734463276836,-0.08408778951018862,0.07248666666666281,21.5854,0.09133319999999515,0.013047599999999299,0.3369449109170529,0.09495753333332829
286,MD02-2588-286.5,2.865,2.865,3.433883198,0.639378219,,2.342803149,0.930786039,,0.0,0.0,21.6226,,100.40112994350284,-0.06567234965746187,0.10968666666666138,21.6226,0.13820519999999334,0.019743599999999056,0.5098643078560011,0.1436895333333264
287,MD02-2588-287.5,2.875,2.875,3.274617606,0.416284995,,2.259716996,1.062047596,,,,19.6091,,100.69491525423729,-1.06243278362162,-1.9038133333333356,19.6091,-2.398804800000003,-0.3426864000000003,-8.849630470009185,-2.4939954666666697
288,MD02-2588-288.5,2.885,2.885,3.399576626,0.655563745,,,,,,,20.8895,,100.98870056497174,-0.4285852248196781,-0.6234133333333354,20.8895,-0.7855008000000026,-0.11221440000000038,-2.8978563882716113,-0.8166714666666693
289,MD02-2588-289.5,2.895,2.895,3.394429501,0.540487516,,2.170389067,0.774956849,,,,19.151,,101.28248587570621,-1.2892100147112568,-2.3619133333333373,19.151,-2.976010800000005,-0.42514440000000064,-10.979049172636483,-3.094106466666672
290,MD02-2588-290.5,2.905,2.905,3.44436074,0.690517278,,2.601099282,0.943218714,,,,20.3992,,101.57627118644066,-0.6713027022334496,-1.1137133333333367,20.3992,-1.4032788000000043,-0.20046840000000055,-5.1769526334105835,-1.458964466666671
291,MD02-2588-291.5,2.915,2.915,3.323080888,0.613842535,,2.610024451,0.629258853,,,,20.2527,,101.87005649717514,-0.7438258726212067,-1.2602133333333363,20.2527,-1.5878688000000036,-0.22683840000000055,-5.857938968129852,-1.6508794666666706
292,MD02-2588-292.5,2.925,2.925,3.322975939,0.597524102,,2.334428482,0.811354555,,,,22.3636,,102.16384180790959,0.30115133127993354,0.8506866666666646,22.3636,1.0718651999999973,0.15312359999999958,3.954307133978744,1.1143995333333307
293,MD02-2588-293.5,2.935,2.935,3.180461676,0.636600317,,2.589559709,0.974416554,,,,21.9548,,102.45762711864407,0.09877950838221737,0.44188666666666165,21.9548,0.5567771999999936,0.07953959999999916,2.05405311600441,0.5788715333333267
294,MD02-2588-294.5,2.945,2.945,3.366453217,0.512947881,,2.611218324,0.949392509,,0.557335934,1.556596331,22.9615,,102.75141242937852,0.5971349734290125,1.4485866666666638,22.9615,1.8252191999999965,0.26074559999999924,6.733568086392748,1.8976485333333297
295,MD02-2588-295.5,2.955,2.955,3.311593014,0.547735092,,2.279578188,0.741910983,,,,22.3698,,103.045197740113,0.304220571255388,0.8568866666666644,22.3698,1.079677199999997,0.1542395999999997,3.9831270334685684,1.1225215333333303
296,MD02-2588-296.5,2.965,2.965,3.43285623,0.544330749,,2.073941715,0.783058285,,,,20.206,,103.33898305084745,-0.7669441801782604,-1.3069133333333376,20.206,-1.6467108000000055,-0.2352444000000007,-6.075017888480643,-1.7120564666666722
297,MD02-2588-297.5,2.975,2.975,3.344031595,0.376126757,,2.438575551,0.795271197,,,,23.0246,,103.63276836158192,0.6283719157598479,1.5116866666666624,23.0246,1.9047251999999946,0.2721035999999992,7.026880289265,1.9803095333333278
298,MD02-2588-298.5,2.985,2.985,3.362988276,0.465128268,,2.495548006,0.674304571,,,,20.8598,,103.92655367231637,-0.44328787437951783,-0.6531133333333372,20.8598,-0.8229228000000048,-0.11756040000000068,-3.035913003569656,-0.8555784666666718
299,MD02-2588-299.5,2.995,2.995,3.290809243,0.558479837,,2.442198219,0.918478634,,,,22.0595,,104.22033898305085,0.1506100608709428,0.5465866666666628,22.0595,0.6886991999999951,0.0983855999999993,2.5407375477116347,0.7160285333333283
300,MD02-2588-300.5,3.005,3.005,3.384618964,0.44134659,,2.443167927,0.61835239,,,,21.1146,,104.5141242937853,-0.31715201216244937,-0.39831333333333774,21.1146,-0.5018748000000055,-0.07169640000000077,-1.8515081019555277,-0.5217904666666725
301,MD02-2588-301.5,3.015,3.015,3.411938249,0.401057159,,1.88322299,0.724398665,,,,22.0698,,104.80790960451978,0.15570895953984357,0.5568866666666636,22.0698,0.7016771999999962,0.10023959999999943,2.5886157678318336,0.7295215333333294
302,MD02-2588-302.5,3.025,3.025,3.373295217,0.524621412,,2.289760122,0.756738014,,0.654914588,1.829125995,22.5199,,105.10169491525423,0.378525880983731,1.0069866666666627,22.5199,1.268803199999995,0.18125759999999924,4.680847503375472,1.3191525333333283
