,Depth (mcd),Age (Hall 2001),LR04 Age (Elderfield 2012),SS_mean,SS_dHolocene,dU_dhol_mccave,dU_dhol_mccave_2std,pct_dU_dHol_mccave,dU_dhol_culp
81,8.18,0.194840848806366,194.6266666666665,13.641,-3.6272499999999983,-4.9330599999999984,-0.6891774999999987,-21.00531321934764,-5.114422499999997
82,8.31,0.19801326259947,197.92000000000002,13.283,-3.985249999999999,-5.419939999999999,-0.7571974999999993,-23.07848218551387,-5.619202499999998
83,8.41,0.200453580901857,200.4533333333335,12.758,-4.510249999999999,-6.133939999999999,-0.8569474999999995,-26.118743937573292,-6.359452499999999
84,8.49,0.202405835543767,202.4799999999997,14.606,-2.6622499999999985,-3.620659999999998,-0.5058274999999997,-15.417022570324143,-3.7537724999999975
85,8.62,0.20557824933687,205.77333333333303,14.235,-3.033249999999999,-4.125219999999999,-0.5763175,-17.565474208446133,-4.276882499999998
86,8.72,0.208018567639257,208.306666666667,13.9,-3.368249999999998,-4.5808199999999974,-0.6399674999999991,-19.505450754998325,-4.749232499999997
87,8.82,0.210458885941645,210.84,14.781,-2.4872499999999977,-3.3826599999999973,-0.47257749999999943,-14.403601986304334,-3.5070224999999966
88,8.92,0.212899204244032,213.373333333333,15.599,-1.6692499999999981,-2.2701799999999976,-0.31715749999999954,-9.666584627857475,-2.353642499999997
89,9.02,0.215339522546419,215.906666666667,15.147,-2.121249999999998,-2.884899999999998,-0.4030374999999995,-12.284105222011487,-2.990962499999997
90,9.12,0.217779840848806,218.44000000000003,16.674,-0.5942499999999988,-0.8081799999999985,-0.11290749999999972,-3.441286754592961,-0.8378924999999983
91,9.22,0.2202,220.973333333333,16.489,-0.7792499999999976,-1.0597799999999968,-0.1480574999999995,-4.5126170862710335,-1.0987424999999964
92,9.32,0.2226,223.527272727273,15.031,-2.2372499999999977,-3.042659999999997,-0.42507749999999955,-12.95585829484747,-3.1545224999999966
93,9.4,0.22452,225.6363636363635,14.621,-2.647249999999998,-3.6002599999999974,-0.5029774999999996,-15.330157948836728,-3.7326224999999966
94,9.52,0.2274,228.8,14.16,-3.108249999999998,-4.227219999999998,-0.5905674999999988,-17.99979731588319,-4.382632499999997
95,9.62,0.2298,231.43636363636404,15.782,-1.4862499999999983,-2.021299999999998,-0.28238749999999957,-8.606836245711051,-2.0956124999999974
96,9.68,0.23124,233.018181818182,13.458,-3.810249999999998,-5.181939999999998,-0.7239474999999986,-22.065061601494065,-5.372452499999997
97,9.82,0.2346,236.70909090909097,14.332,-2.9362499999999976,-3.993299999999997,-0.5578874999999996,-17.00374965616086,-4.140112499999996
98,9.93,0.23724,239.60909090909098,14.316,-2.9522499999999976,-4.015059999999997,-0.5609274999999991,-17.0964052524141,-4.162672499999997
99,9.99,0.23868,241.19090909090886,13.206,-4.062249999999999,-5.524659999999999,-0.7718274999999997,-23.524387242482586,-5.727772499999998
100,10.12,0.2418,244.61818181818182,13.501,-3.767249999999999,-5.123459999999999,-0.7157774999999997,-21.816049686563485,-5.311822499999998
101,10.22,0.243975609756098,247.254545454545,14.909,-2.3592499999999976,-3.208579999999997,-0.44825749999999953,-13.662357216278417,-3.3265424999999964
102,10.32,0.245926829268293,249.89090909090896,16.128,-1.1402499999999982,-1.5507399999999978,-0.21664749999999944,-6.60315897673475,-1.6077524999999975
103,10.41,0.247682926829268,252.1894273127755,17.043,-0.22524999999999906,-0.3063399999999987,-0.04279749999999982,-1.3044170660026295,-0.3176024999999987
104,10.52,0.249829268292683,254.273127753304,17.276,0.007750000000001478,0.010540000000002011,0.0014725000000002791,0.04488005443517136,0.010927500000002083
105,10.61,0.251585365853659,255.97797356828198,16.261,-1.007249999999999,-1.369859999999999,-0.19137749999999976,-5.832959332879703,-1.4202224999999986
106,10.72,0.253731707317073,258.061674008811,16.563,-0.7052499999999995,-0.9591399999999993,-0.13399749999999988,-4.084084953599812,-0.9944024999999992
107,10.82,0.255682926829268,259.955947136564,15.958,-1.3102499999999981,-1.7819399999999976,-0.24894749999999966,-7.587624686925416,-1.8474524999999973
108,10.94,0.258024390243902,262.22907488986743,,,,,,
109,11.02,0.259585365853658,263.7444933920706,17.782,0.5137500000000017,0.6987000000000023,0.09761250000000032,2.9751132859438667,0.7243875000000024
110,11.1,0.261146341463415,265.25991189427333,17.865,0.5967500000000001,0.8115800000000002,0.11338250000000005,3.4557641915075363,0.8414175000000002
111,11.26,0.264268292682927,268.29074889867854,17.948,0.6797500000000021,0.9244600000000028,0.12915250000000034,3.936415097071227,0.9584475000000029
112,11.36,0.266219512195122,270.185022026432,17.797,0.5287500000000023,0.7191000000000032,0.10046250000000034,3.061977907431282,0.7455375000000032
113,11.48,0.268560975609756,272.45814977973566,16.323,-0.9452499999999979,-1.2855399999999972,-0.17959749999999963,-5.473918897398393,-1.332802499999997
114,11.79,0.274609756097561,278.33039647577135,17.232,-0.036249999999999005,-0.04929999999999865,-0.0068874999999998104,-0.20992283526123962,-0.0511124999999986
115,11.86,0.275975609756098,279.6563876651985,,,,,,
116,11.97,0.278121951219512,281.74008810572707,15.713,-1.5552499999999991,-2.115139999999999,-0.29549749999999975,-9.00641350455315,-2.192902499999999
117,12.06,0.279878048780488,283.444933920705,15.017,-2.251249999999999,-3.0616999999999988,-0.42773749999999966,-13.03693194156906,-3.1742624999999984
118,12.16,0.281829268292683,285.339207048458,13.577,-3.6912499999999984,-5.0200999999999985,-0.7013374999999993,-21.3759356043606,-5.204662499999998
119,12.27,0.283975609756098,287.422907488987,13.82,-3.448249999999998,-4.689619999999998,-0.6551674999999992,-19.968728736264524,-4.862032499999997
120,12.37,0.285926829268293,289.31718061674,15.853,-1.4152499999999986,-1.9247399999999981,-0.26889749999999957,-8.195677037337303,-1.995502499999998
121,12.46,0.287682926829268,291.022026431718,15.539,-1.7292499999999986,-2.3517799999999984,-0.3285574999999996,-10.014043113807125,-2.438242499999998
122,12.56,0.289634146341463,292.9162995594715,16.279,-0.9892499999999984,-1.345379999999998,-0.18795749999999956,-5.728721787094805,-1.3948424999999978
123,12.65,0.291395454545454,294.62114537444904,,,,,,
124,12.75,0.293372727272727,296.3142857142856,16.209,-1.0592499999999987,-1.4405799999999984,-0.20125749999999965,-6.134090020702728,-1.493542499999998
125,12.85,0.29535,297.9571428571426,15.87,-1.398249999999999,-1.901619999999999,-0.2656674999999997,-8.097230466318239,-1.9715324999999986
126,12.95,0.297327272727273,299.5999999999996,17.809,0.5407500000000027,0.7354200000000037,0.10274250000000051,3.131469604621214,0.7624575000000038
127,13.05,0.299304545454545,301.2428571428571,17.467,0.19875000000000043,0.2703000000000006,0.03776250000000009,1.1509562347082098,0.2802375000000006
128,13.14,0.301084090909091,302.7214285714289,17.125,-0.14324999999999832,-0.19481999999999774,-0.027217499999999673,-0.8295571352047738,-0.20198249999999762
129,13.25,0.303259090909091,304.5285714285716,16.756,-0.5122499999999981,-0.6966599999999975,-0.09732749999999957,-2.966426823795105,-0.7222724999999973
130,13.36,0.305434090909091,306.3357142857143,15.626,-1.6422499999999989,-2.2334599999999987,-0.3120274999999997,-9.510228309180137,-2.3155724999999983
131,13.45,0.307213636363636,307.8142857142856,17.991,0.7227500000000013,0.9829400000000019,0.13732250000000024,4.185427012001804,1.0190775000000019
132,13.56,0.309388636363636,309.6214285714283,17.491,0.22275000000000134,0.3029400000000018,0.04232250000000026,1.289939629088074,0.31407750000000184
133,13.65,0.311168181818182,311.1,16.716,-0.5522499999999972,-0.7510599999999963,-0.10492749999999951,-3.198065814428198,-0.7786724999999961
134,13.75,0.313145454545455,312.742857142857,14.506,-2.762249999999998,-3.756659999999998,-0.5248274999999993,-15.996120046906887,-3.894772499999997
135,13.84,0.314925,314.2214285714284,14.609,-2.6592499999999983,-3.616579999999998,-0.505257499999999,-15.399649646026662,-3.7495424999999973
136,13.94,0.316902272727273,315.8642857142854,16.555,-0.7132499999999986,-0.9700199999999982,-0.13551749999999962,-4.130412751726427,-1.005682499999998
137,14.06,0.319275,317.8357142857145,18.677,1.4087500000000013,1.915900000000002,0.26766250000000014,8.15803570135944,1.9863375000000016
138,14.16,0.321252272727273,320.15999999999997,17.628,0.3597500000000018,0.48926000000000247,0.06835250000000037,2.0833031720064383,0.5072475000000025
139,14.26,0.323229545454545,322.56000000000006,18.184,0.9157500000000027,1.2454200000000037,0.17399250000000044,5.303085141806511,1.2912075000000038
140,14.36,0.325206818181818,324.96,18.962,1.6937500000000014,2.303500000000002,0.3218125000000005,9.808463509620264,2.3881875000000017
141,14.46,0.327184090909091,327.36,16.61,-0.6582499999999989,-0.8952199999999986,-0.12506749999999967,-3.811909139605918,-0.9281324999999984
142,14.55,0.328963636363636,329.52,15.201,-2.067249999999998,-2.811459999999997,-0.39277749999999934,-11.971392584656801,-2.9148224999999965
143,14.65,0.330940909090909,331.91999999999996,15.623,-1.645249999999999,-2.2375399999999988,-0.31259749999999986,-9.52760123347762,-2.3198024999999984
144,14.76,0.333115909090909,334.56,15.225,-2.0432499999999987,-2.7788199999999983,-0.38821749999999966,-11.832409190276946,-2.880982499999998
145,14.86,0.335095238095238,336.96,15.09,-2.1782499999999985,-2.962419999999998,-0.41386749999999983,-12.614190783663654,-3.071332499999998
146,14.95,0.336880952380952,339.12,16.522,-0.7462499999999999,-1.0149,-0.14178749999999996,-4.32151491899874,-1.0522124999999998
147,15.05,0.338865079365079,341.52,15.916,-1.352249999999998,-1.8390599999999973,-0.25692749999999975,-7.830845627090169,-1.906672499999997
148,15.16,0.341047619047619,343.734939759036,16.2,-1.068249999999999,-1.452819999999999,-0.20296749999999975,-6.186208793595178,-1.5062324999999985
149,15.26,0.343031746031746,345.6626506024097,17.162,-0.10624999999999929,-0.14449999999999905,-0.02018749999999986,-0.6152910688691633,-0.149812499999999
150,15.36,0.345015873015873,347.590361445783,16.075,-1.193249999999999,-1.6228199999999988,-0.22671749999999968,-6.91008063932361,-1.6824824999999985
151,15.45,0.346801587301587,349.32530120481937,13.927,-3.3412499999999987,-4.5440999999999985,-0.6348374999999997,-19.34909443632099,-4.711162499999998
152,15.55,0.348785714285714,351.2530120481925,16.464,-0.8042499999999997,-1.0937799999999998,-0.15280749999999976,-4.657391455416732,-1.1339924999999995
153,15.65,0.350769841269841,353.180722891566,17.651,0.3827500000000015,0.520540000000002,0.07272250000000036,2.2164955916204683,0.539677500000002
154,15.76,0.352952380952381,355.3012048192771,17.928,0.6597500000000025,0.8972600000000035,0.12535250000000042,3.8205956017546803,0.9302475000000034
155,15.86,0.354936507936508,357.228915662651,13.922,-3.3462499999999977,-4.550899999999997,-0.6357875000000002,-19.378049310150118,-4.718212499999996
156,15.96,0.356920634920635,359.156626506024,16.341,-0.9272499999999972,-1.2610599999999963,-0.17617749999999943,-5.369681351613495,-1.307422499999996
157,16.07,0.359103174603175,361.2771084337353,15.421,-1.847249999999999,-2.5122599999999986,-0.35097749999999994,-10.697378136174766,-2.6046224999999983
158,16.15,0.360690476190476,362.81927710843337,16.342,-0.9262499999999996,-1.2596999999999996,-0.17598749999999974,-5.3638903768476816,-1.3060124999999994
159,16.26,0.362873015873016,364.93975903614466,16.85,-0.4182499999999969,-0.5688199999999958,-0.07946749999999947,-2.4220751958073166,-0.5897324999999956
160,16.36,0.364857142857143,366.867469879518,15.639,-1.629249999999999,-2.2157799999999988,-0.30955749999999993,-9.43494563722438,-2.2972424999999985
161,16.46,0.36684126984127,368.795180722892,15.768,-1.5002499999999976,-2.040339999999997,-0.2850474999999997,-8.68790989243263,-2.1153524999999966
162,16.56,0.368825396825397,370.72289156626505,13.934,-3.334249999999999,-4.534579999999999,-0.6335074999999994,-19.308557612960197,-4.701292499999998
163,16.66,0.370809523809524,372.650602409639,13.578,-3.690249999999999,-5.018739999999999,-0.7011474999999994,-21.370144629594776,-5.203252499999998
164,16.76,0.372793650793651,374.578313253012,13.399,-3.869249999999999,-5.262179999999999,-0.7351574999999997,-22.406729112677887,-5.455642499999999
165,16.86,0.374777777777778,376.506024096386,13.532,-3.7362499999999983,-5.081299999999998,-0.7098874999999998,-21.636529468822832,-5.268112499999997
166,16.96,0.376761904761905,378.433734939759,13.639,-3.629249999999999,-4.935779999999999,-0.6895574999999994,-21.016895168879298,-5.117242499999998
167,17.06,0.378746031746032,380.361445783133,14.586,-2.682249999999998,-3.6478599999999974,-0.5096274999999992,-15.53284206564069,-3.781972499999997
168,17.17,0.380928571428571,382.4819277108434,15.588,-1.6802499999999991,-2.285139999999999,-0.3192474999999999,-9.730285350281582,-2.3691524999999984
169,17.26,0.382714285714286,384.21686746988007,14.308,-2.9602499999999985,-4.0259399999999985,-0.5624474999999993,-17.142733050540727,-4.173952499999998
170,17.36,0.384698412698413,386.144578313253,14.88,-2.3882499999999975,-3.248019999999997,-0.45376749999999966,-13.830295484487412,-3.3674324999999965
171,17.46,0.38668253968254,388.072289156627,12.725,-4.543249999999999,-6.178819999999998,-0.8632175000000002,-26.30984610484559,-6.405982499999998
172,17.56,0.388666666666667,390.0,14.36,-2.908249999999999,-3.955219999999999,-0.5525674999999994,-16.8416023627177,-4.100632499999998
173,17.66,0.390650793650794,393.3846153846149,14.726,-2.5422499999999975,-3.4574599999999966,-0.4830274999999995,-14.722105598424843,-3.584572499999996
174,17.76,0.392634920634921,396.76923076923106,15.532,-1.7362499999999983,-2.3612999999999977,-0.3298874999999999,-10.054579937167915,-2.4481124999999975
175,17.86,0.394619047619048,400.153846153846,12.62,-4.648249999999999,-6.321619999999999,-0.8831674999999999,-26.91789845525748,-6.554032499999998
176,17.96,0.396603174603175,403.5384615384621,12.885,-4.3832499999999985,-5.961219999999998,-0.8328175,-25.383290142313196,-6.180382499999998
177,18.06,0.398587301587302,406.92307692307713,12.521,-4.7472499999999975,-6.456259999999997,-0.9019774999999992,-27.491204957074387,-6.6936224999999965
178,18.16,0.400571428571429,410.30769230769204,11.997,-5.271249999999998,-7.168899999999998,-1.0015375000000004,-30.52567573436798,-7.432462499999997
179,18.26,0.402555555555556,413.692307692308,12.852,-4.416249999999998,-6.006099999999997,-0.8390874999999998,-25.5743923095855,-6.2269124999999965
180,18.35,0.40434126984127,416.7384615384613,16.938,-0.3302499999999995,-0.4491399999999993,-0.06274749999999996,-1.912469416414515,-0.46565249999999925
181,18.46,0.406523809523809,420.461538461539,15.906,-1.3622499999999977,-1.852659999999997,-0.2588274999999993,-7.888755374748442,-1.9207724999999967
182,18.56,0.408507936507936,423.846153846154,15.713,-1.5552499999999991,-2.115139999999999,-0.29549749999999975,-9.00641350455315,-2.192902499999999
183,18.66,0.410603448275862,427.23076923076906,16.763,-0.5052499999999966,-0.6871399999999955,-0.09599749999999929,-2.925890000434304,-0.7124024999999953
184,18.76,0.412810344827586,430.615384615385,16.984,-0.28424999999999656,-0.38657999999999537,-0.05400749999999932,-1.6460845771864352,-0.4007924999999951
185,18.86,0.41501724137931,433.99999999999994,17.774,0.5057500000000026,0.6878200000000035,0.09609250000000047,2.928785487817252,0.7131075000000036
186,18.96,0.417224137931034,435.77272727272697,15.931,-1.3372499999999992,-1.818659999999999,-0.25407749999999973,-7.743981005602764,-1.8855224999999987
187,19.06,0.419431034482759,437.5454545454551,19.15,1.8817500000000003,2.5591800000000005,0.35753250000000003,10.897166765595822,2.6532675
188,19.16,0.421637931034483,439.318181818182,17.385,0.11675000000000324,0.15878000000000442,0.022182500000000605,0.6760963039103746,0.16461750000000455
189,19.26,0.423844827586207,441.090909090909,16.022,-1.2462499999999999,-1.6948999999999999,-0.23678749999999993,-7.217002301912469,-1.7572124999999996
