,Depth [m],Age [ka BP],Revised Age (Starr),SS avg [µm],SS_dHolocene,dU_dhol_mccave,dU_dhol_mccave_2std,dU_dhol_wu,pct_dU_dHol_wu,dU_dhol_culp
659,4.32,490.1,489.03000000000003,24.44,-1.4800000000000004,-2.012800000000001,-0.2812000000000001,-1.1248000000000002,-5.7098765432098775,-2.0868000000000007
660,4.325,490.8,489.7456250000001,23.86,-2.0600000000000023,-2.801600000000003,-0.3914000000000004,-1.5656000000000017,-7.947530864197539,-2.904600000000003
661,4.33,491.5,490.46125,23.18,-2.740000000000002,-3.726400000000003,-0.5206000000000004,-2.0824000000000016,-10.570987654320996,-3.8634000000000026
662,4.335,492.2,491.17687500000005,22.95,-2.9700000000000024,-4.039200000000004,-0.5643000000000002,-2.257200000000002,-11.458333333333343,-4.187700000000003
663,4.34,492.9,491.8925,22.85,-3.0700000000000003,-4.1752,-0.5833000000000004,-2.3332,-11.844135802469136,-4.3287
664,4.345,493.6,492.60812500000003,22.45,-3.4700000000000024,-4.719200000000003,-0.6593000000000009,-2.6372000000000018,-13.387345679012356,-4.892700000000003
665,4.35,494.29,493.32374999999996,22.22,-3.700000000000003,-5.0320000000000045,-0.7030000000000003,-2.812000000000002,-14.274691358024702,-5.217000000000004
666,4.355,494.99,494.0393750000001,22.22,-3.700000000000003,-5.0320000000000045,-0.7030000000000003,-2.812000000000002,-14.274691358024702,-5.217000000000004
667,4.36,495.69,494.75500000000005,22.13,-3.7900000000000027,-5.154400000000004,-0.7201000000000004,-2.880400000000002,-14.621913580246924,-5.343900000000003
668,4.365,496.39,495.4706250000001,21.96,-3.960000000000001,-5.385600000000002,-0.7523999999999997,-3.0096000000000007,-15.277777777777782,-5.583600000000001
669,4.37,497.09,496.18625000000003,21.98,-3.9400000000000013,-5.358400000000002,-0.7485999999999997,-2.994400000000001,-15.20061728395062,-5.5554000000000014
670,4.375,497.79,496.9018750000001,22.13,-3.7900000000000027,-5.154400000000004,-0.7201000000000004,-2.880400000000002,-14.621913580246924,-5.343900000000003
671,4.38,498.49,497.6175,22.14,-3.780000000000001,-5.140800000000002,-0.7181999999999995,-2.8728000000000007,-14.583333333333337,-5.329800000000001
672,4.385,499.18,498.33312500000005,21.91,-4.010000000000002,-5.4536000000000024,-0.7618999999999998,-3.0476000000000014,-15.470679012345686,-5.6541000000000015
673,4.39,499.88,499.04875,22.07,-3.8500000000000014,-5.236000000000002,-0.7314999999999996,-2.926000000000001,-14.8533950617284,-5.428500000000001
674,4.395,500.58,499.76437500000003,22.05,-3.870000000000001,-5.263200000000002,-0.7352999999999996,-2.9412000000000007,-14.930555555555557,-5.456700000000001
675,4.4,501.28,500.4800000000001,22.06,-3.860000000000003,-5.2496000000000045,-0.7334000000000005,-2.9336000000000024,-14.891975308641985,-5.442600000000004
676,4.405,501.98,501.1956250000001,21.95,-3.9700000000000024,-5.399200000000004,-0.7542999999999997,-3.0172000000000017,-15.316358024691365,-5.597700000000003
677,4.41,502.68,501.91125000000005,22.13,-3.7900000000000027,-5.154400000000004,-0.7201000000000004,-2.880400000000002,-14.621913580246924,-5.343900000000003
678,4.415,503.38,502.6268750000001,22.14,-3.780000000000001,-5.140800000000002,-0.7181999999999995,-2.8728000000000007,-14.583333333333337,-5.329800000000001
679,4.42,504.07,503.34250000000003,22.26,-3.66,-4.977600000000001,-0.6953999999999994,-2.7816,-14.120370370370368,-5.1606
680,4.425,504.77,504.0581250000001,22.12,-3.8000000000000007,-5.168000000000001,-0.7220000000000004,-2.888000000000001,-14.660493827160497,-5.3580000000000005
681,4.43,505.47,504.77375,22.33,-3.5900000000000034,-4.882400000000005,-0.6821000000000002,-2.728400000000003,-13.850308641975323,-5.061900000000005
682,4.435,506.17,505.48937500000005,22.41,-3.5100000000000016,-4.773600000000003,-0.6669,-2.667600000000001,-13.541666666666671,-4.949100000000002
683,4.44,506.87,506.2050000000001,22.54,-3.3800000000000026,-4.5968000000000035,-0.6422000000000008,-2.568800000000002,-13.040123456790134,-4.765800000000003
684,4.445,507.57,506.92062500000014,22.7,-3.2200000000000024,-4.3792000000000035,-0.6118000000000006,-2.447200000000002,-12.422839506172847,-4.540200000000003
685,4.45,508.27,507.6362500000001,22.97,-2.950000000000003,-4.012000000000004,-0.5605000000000002,-2.242000000000002,-11.381172839506183,-4.159500000000004
686,4.455,508.96,508.3518750000001,23.13,-2.7900000000000027,-3.794400000000004,-0.5301,-2.1204000000000023,-10.7638888888889,-3.9339000000000035
687,4.46,509.66,509.06750000000005,23.33,-2.5900000000000034,-3.522400000000005,-0.4921000000000002,-1.9684000000000026,-9.992283950617296,-3.651900000000005
688,4.465,510.36,509.7831250000001,23.42,-2.5,-3.4000000000000004,-0.47499999999999964,-1.9,-9.64506172839506,-3.525
689,4.47,511.06,510.49875000000003,23.63,-2.2900000000000027,-3.114400000000004,-0.43510000000000026,-1.7404000000000022,-8.834876543209887,-3.2289000000000034
690,4.475,511.76,511.2143750000001,23.8,-2.120000000000001,-2.8832000000000018,-0.40280000000000005,-1.6112000000000009,-8.179012345679016,-2.989200000000001
691,4.48,512.46,511.9300000000001,23.89,-2.030000000000001,-2.760800000000002,-0.38569999999999993,-1.5428000000000008,-7.831790123456795,-2.8623000000000016
692,4.485,513.16,512.6456250000001,24.15,-1.7700000000000031,-2.4072000000000044,-0.3363000000000005,-1.3452000000000024,-6.828703703703716,-2.4957000000000042
693,4.49,513.86,513.3612500000002,24.39,-1.5300000000000011,-2.0808000000000018,-0.2907000000000002,-1.162800000000001,-5.902777777777782,-2.1573000000000015
694,4.495,514.55,514.0768750000002,24.39,-1.5300000000000011,-2.0808000000000018,-0.2907000000000002,-1.162800000000001,-5.902777777777782,-2.1573000000000015
695,4.5,515.25,514.7925,24.2,-1.7200000000000024,-2.3392000000000035,-0.3268000000000004,-1.307200000000002,-6.635802469135811,-2.4252000000000034
696,4.505,515.95,515.5081250000001,24.07,-1.8500000000000014,-2.5160000000000022,-0.35150000000000015,-1.406000000000001,-7.137345679012351,-2.608500000000002
697,4.51,516.65,516.2237500000001,23.78,-2.1400000000000006,-2.910400000000001,-0.4066000000000001,-1.6264000000000005,-8.256172839506174,-3.0174000000000007
698,4.515,517.35,516.9393750000002,23.53,-2.3900000000000006,-3.250400000000001,-0.45409999999999995,-1.8164000000000005,-9.22067901234568,-3.369900000000001
699,4.52,518.05,517.655,23.26,-2.66,-3.6176000000000004,-0.5053999999999998,-2.0216000000000003,-10.262345679012347,-3.7506
700,4.525,518.75,518.3706250000002,23.28,-2.6400000000000006,-3.590400000000001,-0.5016000000000003,-2.0064000000000006,-10.185185185185187,-3.7224000000000004
701,4.53,519.44,519.0862500000001,23.41,-2.5100000000000016,-3.4136000000000024,-0.4769000000000001,-1.9076000000000013,-9.683641975308648,-3.539100000000002
702,4.535,520.14,519.8018750000001,23.32,-2.6000000000000014,-3.5360000000000023,-0.4939999999999998,-1.976000000000001,-10.03086419753087,-3.6660000000000017
703,4.54,520.84,520.5175000000002,23.17,-2.75,-3.74,-0.5225,-2.09,-10.609567901234566,-3.8775
704,4.545,521.54,521.2331250000002,23.27,-2.650000000000002,-3.604000000000003,-0.5035000000000003,-2.0140000000000016,-10.223765432098773,-3.7365000000000026
705,4.55,522.24,521.94875,23.28,-2.6400000000000006,-3.590400000000001,-0.5016000000000003,-2.0064000000000006,-10.185185185185187,-3.7224000000000004
706,4.555,522.94,522.6643750000001,23.26,-2.66,-3.6176000000000004,-0.5053999999999998,-2.0216000000000003,-10.262345679012347,-3.7506
707,4.5600000000000005,523.71,523.3800000000001,23.48,-2.4400000000000013,-3.318400000000002,-0.46360000000000046,-1.854400000000001,-9.413580246913584,-3.4404000000000017
708,4.565,524.63,524.3001724137932,23.83,-2.0900000000000034,-2.842400000000005,-0.39710000000000045,-1.5884000000000027,-8.063271604938285,-2.9469000000000047
709,4.57,525.54,525.2203448275864,23.93,-1.990000000000002,-2.706400000000003,-0.3781000000000003,-1.5124000000000015,-7.677469135802477,-2.8059000000000025
710,4.575,526.46,526.1405172413794,24.04,-1.8800000000000026,-2.5568000000000035,-0.35720000000000063,-1.428800000000002,-7.253086419753096,-2.6508000000000034
711,4.58,527.37,527.0606896551725,23.93,-1.990000000000002,-2.706400000000003,-0.3781000000000003,-1.5124000000000015,-7.677469135802477,-2.8059000000000025
712,4.585,528.29,527.9808620689656,23.68,-2.240000000000002,-3.046400000000003,-0.4256000000000002,-1.7024000000000015,-8.641975308641982,-3.1584000000000025
713,4.59,529.21,528.9010344827586,23.58,-2.3400000000000034,-3.182400000000005,-0.4446000000000008,-1.7784000000000026,-9.02777777777779,-3.2994000000000048
714,4.595,530.12,529.8212068965518,23.67,-2.25,-3.06,-0.4275000000000002,-1.71,-8.680555555555555,-3.1725
715,4.6,531.04,530.7413793103448,23.63,-2.2900000000000027,-3.114400000000004,-0.43510000000000026,-1.7404000000000022,-8.834876543209887,-3.2289000000000034
716,4.605,531.95,531.6615517241381,23.52,-2.400000000000002,-3.2640000000000033,-0.45599999999999996,-1.8240000000000016,-9.259259259259267,-3.384000000000003
717,4.61,532.87,532.5817241379311,23.66,-2.2600000000000016,-3.0736000000000026,-0.4293999999999998,-1.7176000000000011,-8.719135802469141,-3.186600000000002
718,4.615,533.78,533.5018965517243,23.35,-2.5700000000000003,-3.4952000000000005,-0.4883000000000002,-1.9532000000000003,-9.915123456790125,-3.6237000000000004
719,4.62,534.7,534.4220689655173,23.46,-2.460000000000001,-3.3456000000000015,-0.46740000000000004,-1.8696000000000006,-9.490740740740742,-3.468600000000001
720,4.625,535.61,535.3422413793104,23.28,-2.6400000000000006,-3.590400000000001,-0.5016000000000003,-2.0064000000000006,-10.185185185185187,-3.7224000000000004
721,4.63,536.53,536.2624137931035,23.26,-2.66,-3.6176000000000004,-0.5053999999999998,-2.0216000000000003,-10.262345679012347,-3.7506
722,4.635,537.44,537.1825862068965,22.91,-3.0100000000000016,-4.093600000000002,-0.5719000000000003,-2.287600000000001,-11.61265432098766,-4.244100000000002
723,4.64,538.36,538.1027586206897,22.9,-3.020000000000003,-4.107200000000004,-0.5738000000000012,-2.2952000000000026,-11.651234567901248,-4.258200000000004
724,4.645,539.27,539.0229310344828,22.98,-2.9400000000000013,-3.998400000000002,-0.5586000000000002,-2.234400000000001,-11.342592592592595,-4.145400000000001
725,4.65,540.19,539.943103448276,22.78,-3.1400000000000006,-4.270400000000001,-0.5965999999999996,-2.3864000000000005,-12.1141975308642,-4.4274000000000004
726,4.655,541.1,540.863275862069,22.67,-3.25,-4.42,-0.6175000000000006,-2.47,-12.53858024691358,-4.5825
727,4.66,542.02,541.7834482758622,22.59,-3.330000000000002,-4.528800000000003,-0.6326999999999998,-2.5308000000000015,-12.847222222222229,-4.695300000000002
728,4.665,542.93,542.7036206896553,22.39,-3.530000000000001,-4.8008000000000015,-0.6707000000000001,-2.6828000000000007,-13.61882716049383,-4.977300000000001
729,4.67,543.85,543.6237931034483,22.35,-3.5700000000000003,-4.855200000000001,-0.6783000000000001,-2.7132,-13.773148148148149,-5.0337000000000005
730,4.675,544.76,544.5439655172414,22.33,-3.5900000000000034,-4.882400000000005,-0.6821000000000002,-2.728400000000003,-13.850308641975323,-5.061900000000005
731,4.68,545.68,545.4641379310345,22.28,-3.6400000000000006,-4.950400000000001,-0.6916000000000002,-2.7664000000000004,-14.04320987654321,-5.1324000000000005
732,4.6850000000000005,546.59,546.3843103448278,22.39,-3.530000000000001,-4.8008000000000015,-0.6707000000000001,-2.6828000000000007,-13.61882716049383,-4.977300000000001
733,4.69,547.51,547.3044827586208,22.51,-3.41,-4.637600000000001,-0.6478999999999999,-2.5916,-13.155864197530864,-4.8081
734,4.695,548.42,548.2246551724139,22.8,-3.120000000000001,-4.243200000000002,-0.5928000000000004,-2.371200000000001,-12.03703703703704,-4.399200000000001
735,4.7,549.34,549.144827586207,23.15,-2.770000000000003,-3.7672000000000043,-0.5263000000000009,-2.105200000000002,-10.686728395061738,-3.9057000000000044
736,4.705,550.25,550.065,23.46,-2.460000000000001,-3.3456000000000015,-0.46740000000000004,-1.8696000000000006,-9.490740740740742,-3.468600000000001
737,4.71,551.17,550.9851724137932,23.55,-2.370000000000001,-3.2232000000000016,-0.4502999999999999,-1.8012000000000008,-9.14351851851852,-3.3417000000000012
738,4.715,552.09,551.9053448275862,23.82,-2.1000000000000014,-2.856000000000002,-0.399,-1.5960000000000012,-8.101851851851857,-2.9610000000000016
739,4.72,553.0,552.8255172413793,23.67,-2.25,-3.06,-0.4275000000000002,-1.71,-8.680555555555555,-3.1725
740,4.725,553.92,553.7456896551724,23.64,-2.280000000000001,-3.1008000000000018,-0.43320000000000025,-1.7328000000000008,-8.7962962962963,-3.214800000000001
741,4.73,554.83,554.6658620689657,23.43,-2.490000000000002,-3.3864000000000027,-0.4731000000000005,-1.8924000000000016,-9.60648148148149,-3.5109000000000026
742,4.735,555.75,555.5860344827587,23.82,-2.1000000000000014,-2.856000000000002,-0.399,-1.5960000000000012,-8.101851851851857,-2.9610000000000016
743,4.74,556.66,556.5062068965518,23.99,-1.9300000000000033,-2.6248000000000045,-0.3667000000000007,-1.4668000000000025,-7.445987654321,-2.7213000000000043
744,4.745,557.58,557.4263793103449,24.32,-1.6000000000000014,-2.176000000000002,-0.30400000000000027,-1.216000000000001,-6.172839506172845,-2.256000000000002
745,4.75,558.49,558.346551724138,24.39,-1.5300000000000011,-2.0808000000000018,-0.2907000000000002,-1.162800000000001,-5.902777777777782,-2.1573000000000015
746,4.755,559.41,559.2667241379311,24.83,-1.0900000000000034,-1.4824000000000048,-0.2071000000000005,-0.8284000000000026,-4.20524691358026,-1.5369000000000048
747,4.76,560.32,560.1868965517242,24.97,-0.9500000000000028,-1.292000000000004,-0.18050000000000033,-0.7220000000000022,-3.665123456790134,-1.339500000000004
748,4.765,561.24,561.1070689655172,25.01,-0.9100000000000001,-1.2376000000000003,-0.17290000000000005,-0.6916000000000001,-3.5108024691358026,-1.2831000000000001
749,4.77,562.15,562.0272413793103,24.96,-0.9600000000000009,-1.3056000000000012,-0.18240000000000012,-0.7296000000000007,-3.703703703703707,-1.353600000000001
750,4.775,563.07,562.9474137931036,24.88,-1.0400000000000027,-1.4144000000000039,-0.19760000000000044,-0.7904000000000021,-4.0123456790123555,-1.4664000000000037
751,4.78,563.98,563.8675862068967,25.11,-0.8100000000000023,-1.1016000000000032,-0.15390000000000037,-0.6156000000000017,-3.1250000000000084,-1.1421000000000032
752,4.785,564.9,564.7877586206897,25.25,-0.6700000000000017,-0.9112000000000023,-0.1273000000000003,-0.5092000000000013,-2.5848765432098832,-0.9447000000000023
753,4.79,565.81,565.7079310344828,24.99,-0.9300000000000033,-1.2648000000000046,-0.17670000000000052,-0.7068000000000025,-3.5879629629629752,-1.3113000000000046
754,4.795,566.73,566.6281034482759,25.24,-0.6800000000000033,-0.9248000000000045,-0.12920000000000065,-0.5168000000000025,-2.6234567901234693,-0.9588000000000045
755,4.8,567.64,567.548275862069,25.76,-0.16000000000000014,-0.2176000000000002,-0.03040000000000001,-0.12160000000000011,-0.6172839506172845,-0.2256000000000002
756,4.805,568.56,568.4684482758621,25.91,-0.010000000000001563,-0.013600000000002128,-0.0019000000000002955,-0.007600000000001188,-0.03858024691358628,-0.014100000000002203
757,4.8100000000000005,569.47,569.3886206896553,26.2,0.2799999999999976,0.38079999999999675,0.053199999999999525,0.21279999999999816,1.0802469135802375,0.3947999999999966
758,4.815,570.39,570.3087931034484,26.35,0.4299999999999997,0.5847999999999997,0.08169999999999988,0.3267999999999998,1.6589506172839497,0.6062999999999996
759,4.82,571.3,571.2289655172415,26.25,0.3299999999999983,0.4487999999999977,0.0626999999999997,0.2507999999999987,1.2731481481481415,0.46529999999999755
760,4.825,572.22,572.1491379310346,26.16,0.23999999999999844,0.3263999999999979,0.045599999999999696,0.1823999999999988,0.9259259259259198,0.33839999999999776
761,4.83,573.13,573.0693103448276,26.07,0.14999999999999858,0.20399999999999807,0.02849999999999972,0.11399999999999892,0.5787037037036982,0.211499999999998
762,4.835,574.05,573.9894827586207,26.19,0.2699999999999996,0.36719999999999947,0.0512999999999999,0.2051999999999997,1.041666666666665,0.38069999999999937
763,4.84,574.97,574.9096551724139,27.14,1.2199999999999989,1.6591999999999987,0.23179999999999956,0.9271999999999991,4.706790123456785,1.7201999999999984
764,4.845,575.88,575.8298275862069,27.8,1.879999999999999,2.5567999999999986,0.35719999999999974,1.4287999999999992,7.253086419753081,2.6507999999999985
765,4.85,576.77,576.75,28.45,2.5299999999999976,3.4407999999999967,0.4806999999999997,1.9227999999999983,9.760802469135793,3.5672999999999964
766,4.855,577.21,577.1839024390245,28.84,2.919999999999998,3.971199999999998,0.5547999999999993,2.2191999999999985,11.265432098765423,4.117199999999997
767,4.86,577.65,577.6178048780488,28.79,2.8699999999999974,3.903199999999997,0.5452999999999997,2.1811999999999983,11.072530864197521,4.046699999999996
768,4.865,578.09,578.0517073170731,28.44,2.5199999999999996,3.4271999999999996,0.47879999999999967,1.9151999999999998,9.722222222222221,3.553199999999999
769,4.87,578.52,578.4856097560976,28.34,2.419999999999998,3.2911999999999977,0.45979999999999954,1.8391999999999986,9.336419753086412,3.4121999999999972
770,4.875,578.96,578.9195121951219,27.86,1.9399999999999977,2.638399999999997,0.3685999999999994,1.4743999999999984,7.484567901234559,2.7353999999999967
771,4.88,579.4,579.3534146341462,27.4,1.4799999999999969,2.012799999999996,0.28119999999999923,1.1247999999999976,5.709876543209864,2.0867999999999953
772,4.885,579.84,579.7873170731707,26.89,0.9699999999999989,1.3191999999999986,0.1842999999999997,0.7371999999999992,3.7422839506172796,1.3676999999999984
773,4.89,580.28,580.221219512195,26.88,0.9599999999999973,1.3055999999999963,0.18239999999999945,0.7295999999999979,3.703703703703693,1.3535999999999961
774,4.895,580.71,580.6551219512194,26.45,0.5299999999999976,0.7207999999999968,0.10069999999999946,0.40279999999999816,2.044753086419744,0.7472999999999965
775,4.9,581.15,581.0890243902438,26.44,0.5199999999999996,0.7071999999999995,0.09879999999999989,0.39519999999999966,2.006172839506171,0.7331999999999994
776,4.905,581.59,581.5229268292683,26.47,0.5499999999999972,0.7479999999999962,0.10449999999999937,0.4179999999999978,2.1219135802469027,0.775499999999996
777,4.91,582.03,581.9568292682927,26.41,0.48999999999999844,0.6663999999999979,0.09309999999999974,0.37239999999999884,1.8904320987654262,0.6908999999999977
778,4.915,582.47,582.3907317073171,26.04,0.11999999999999744,0.16319999999999654,0.022799999999999487,0.09119999999999806,0.46296296296295303,0.16919999999999638
779,4.92,582.9,582.8246341463414,25.66,-0.26000000000000156,-0.35360000000000213,-0.04940000000000028,-0.1976000000000012,-1.0030864197530924,-0.3666000000000022
780,4.925,583.34,583.2585365853658,25.14,-0.7800000000000011,-1.0608000000000015,-0.14820000000000033,-0.5928000000000009,-3.0092592592592635,-1.0998000000000014
781,4.93,583.78,583.6924390243902,24.83,-1.0900000000000034,-1.4824000000000048,-0.2071000000000005,-0.8284000000000026,-4.20524691358026,-1.5369000000000048
782,4.9350000000000005,584.22,584.1263414634146,24.48,-1.4400000000000013,-1.958400000000002,-0.27360000000000007,-1.094400000000001,-5.55555555555556,-2.0304000000000015
783,4.94,584.66,584.560243902439,24.41,-1.5100000000000016,-2.053600000000002,-0.2869000000000006,-1.1476000000000013,-5.825617283950624,-2.129100000000002
784,4.945,585.09,584.9941463414634,24.38,-1.5400000000000027,-2.094400000000004,-0.29260000000000064,-1.170400000000002,-5.941358024691368,-2.1714000000000038
785,4.95,585.53,585.4280487804879,24.36,-1.5600000000000023,-2.121600000000003,-0.29640000000000066,-1.1856000000000018,-6.018518518518527,-2.199600000000003
786,4.955,585.97,585.8619512195121,24.05,-1.870000000000001,-2.5432000000000015,-0.35530000000000017,-1.4212000000000007,-7.214506172839509,-2.636700000000001
787,4.96,586.41,586.2958536585365,23.86,-2.0600000000000023,-2.801600000000003,-0.3914000000000004,-1.5656000000000017,-7.947530864197539,-2.904600000000003
788,4.965,586.85,586.729756097561,23.75,-2.1700000000000017,-2.9512000000000027,-0.4123000000000001,-1.6492000000000013,-8.37191358024692,-3.059700000000002
789,4.97,587.28,587.1636585365853,23.69,-2.2300000000000004,-3.032800000000001,-0.42369999999999974,-1.6948000000000003,-8.603395061728396,-3.1443000000000003
790,4.975,587.72,587.5975609756097,23.81,-2.110000000000003,-2.869600000000004,-0.4009000000000005,-1.6036000000000024,-8.140432098765443,-2.975100000000004
791,4.98,588.16,588.0314634146341,23.95,-1.9700000000000024,-2.6792000000000034,-0.3743000000000003,-1.4972000000000019,-7.600308641975317,-2.7777000000000034
792,4.985,588.6,588.4653658536586,24.04,-1.8800000000000026,-2.5568000000000035,-0.35720000000000063,-1.428800000000002,-7.253086419753096,-2.6508000000000034
793,4.99,589.04,588.8992682926829,23.95,-1.9700000000000024,-2.6792000000000034,-0.3743000000000003,-1.4972000000000019,-7.600308641975317,-2.7777000000000034
794,4.995,589.47,589.3331707317072,23.75,-2.1700000000000017,-2.9512000000000027,-0.4123000000000001,-1.6492000000000013,-8.37191358024692,-3.059700000000002
795,5.0,589.91,589.7670731707317,23.44,-2.4800000000000004,-3.3728000000000007,-0.47120000000000006,-1.8848000000000003,-9.567901234567902,-3.4968000000000004
796,5.005,590.35,590.2009756097561,23.43,-2.490000000000002,-3.3864000000000027,-0.4731000000000005,-1.8924000000000016,-9.60648148148149,-3.5109000000000026
797,5.01,590.79,590.6348780487804,23.23,-2.6900000000000013,-3.658400000000002,-0.5110999999999999,-2.044400000000001,-10.37808641975309,-3.7929000000000017
798,5.015,591.23,591.0687804878048,23.25,-2.6700000000000017,-3.6312000000000024,-0.5073000000000008,-2.0292000000000012,-10.300925925925931,-3.764700000000002
799,5.02,591.66,591.5026829268293,23.23,-2.6900000000000013,-3.658400000000002,-0.5110999999999999,-2.044400000000001,-10.37808641975309,-3.7929000000000017
800,5.025,592.1,591.9365853658537,23.35,-2.5700000000000003,-3.4952000000000005,-0.4883000000000002,-1.9532000000000003,-9.915123456790125,-3.6237000000000004
801,5.03,592.54,592.370487804878,23.37,-2.5500000000000007,-3.4680000000000013,-0.4844999999999997,-1.9380000000000006,-9.837962962962965,-3.595500000000001
802,5.035,592.98,592.8043902439024,23.68,-2.240000000000002,-3.046400000000003,-0.4256000000000002,-1.7024000000000015,-8.641975308641982,-3.1584000000000025
803,5.04,593.42,593.2382926829268,23.44,-2.4800000000000004,-3.3728000000000007,-0.47120000000000006,-1.8848000000000003,-9.567901234567902,-3.4968000000000004
804,5.045,593.85,593.6721951219512,23.4,-2.520000000000003,-3.4272000000000045,-0.47880000000000056,-1.9152000000000025,-9.722222222222234,-3.5532000000000044
805,5.05,594.29,594.1060975609755,23.28,-2.6400000000000006,-3.590400000000001,-0.5016000000000003,-2.0064000000000006,-10.185185185185187,-3.7224000000000004
806,5.055,594.73,594.54,23.19,-2.7300000000000004,-3.712800000000001,-0.5186999999999995,-2.0748,-10.532407407407408,-3.8493000000000004
807,5.06,595.17,594.9739024390244,23.19,-2.7300000000000004,-3.712800000000001,-0.5186999999999995,-2.0748,-10.532407407407408,-3.8493000000000004
808,5.065,595.6,595.4078048780489,23.47,-2.450000000000003,-3.3320000000000043,-0.4655,-1.862000000000002,-9.45216049382717,-3.454500000000004
809,5.07,596.04,595.8417073170731,23.76,-2.16,-2.9376,-0.4104000000000001,-1.6416000000000002,-8.333333333333334,-3.0456
810,5.075,596.48,596.2756097560975,24.08,-1.8400000000000034,-2.5024000000000046,-0.3496000000000006,-1.3984000000000025,-7.098765432098777,-2.5944000000000047
811,5.08,596.92,596.709512195122,24.07,-1.8500000000000014,-2.5160000000000022,-0.35150000000000015,-1.406000000000001,-7.137345679012351,-2.608500000000002
812,5.085,597.36,597.1434146341463,24.08,-1.8400000000000034,-2.5024000000000046,-0.3496000000000006,-1.3984000000000025,-7.098765432098777,-2.5944000000000047
813,5.09,597.79,597.5773170731707,24.1,-1.8200000000000003,-2.4752000000000005,-0.3458000000000001,-1.3832000000000002,-7.021604938271605,-2.5662000000000003
814,5.095,598.23,598.0112195121951,24.2,-1.7200000000000024,-2.3392000000000035,-0.3268000000000004,-1.307200000000002,-6.635802469135811,-2.4252000000000034
815,5.1,598.67,598.4451219512194,24.04,-1.8800000000000026,-2.5568000000000035,-0.35720000000000063,-1.428800000000002,-7.253086419753096,-2.6508000000000034
816,5.105,599.11,598.8790243902439,23.97,-1.9500000000000028,-2.652000000000004,-0.3705000000000003,-1.4820000000000022,-7.5231481481481595,-2.749500000000004
817,5.11,599.55,599.3129268292682,23.97,-1.9500000000000028,-2.652000000000004,-0.3705000000000003,-1.4820000000000022,-7.5231481481481595,-2.749500000000004
818,5.115,599.98,599.7468292682927,24.31,-1.610000000000003,-2.1896000000000044,-0.3059000000000003,-1.2236000000000022,-6.211419753086431,-2.2701000000000042
819,5.12,600.42,600.1807317073171,24.1,-1.8200000000000003,-2.4752000000000005,-0.3458000000000001,-1.3832000000000002,-7.021604938271605,-2.5662000000000003
820,5.125,600.86,600.6146341463414,24.04,-1.8800000000000026,-2.5568000000000035,-0.35720000000000063,-1.428800000000002,-7.253086419753096,-2.6508000000000034
821,5.13,601.3,601.0485365853658,24.03,-1.8900000000000006,-2.570400000000001,-0.35909999999999975,-1.4364000000000003,-7.291666666666669,-2.6649000000000007
822,5.135,601.74,601.4824390243903,24.05,-1.870000000000001,-2.5432000000000015,-0.35530000000000017,-1.4212000000000007,-7.214506172839509,-2.636700000000001
823,5.14,602.17,601.9163414634146,23.73,-2.1900000000000013,-2.978400000000002,-0.41610000000000014,-1.664400000000001,-8.449074074074078,-3.0879000000000016
824,5.145,602.61,602.3502439024389,23.68,-2.240000000000002,-3.046400000000003,-0.4256000000000002,-1.7024000000000015,-8.641975308641982,-3.1584000000000025
825,5.15,603.05,602.7841463414634,23.72,-2.200000000000003,-2.992000000000004,-0.4180000000000006,-1.6720000000000022,-8.487654320987664,-3.102000000000004
826,5.155,603.49,603.2180487804878,24.13,-1.7900000000000027,-2.4344000000000037,-0.3401000000000005,-1.360400000000002,-6.905864197530874,-2.523900000000004
827,5.16,603.93,603.6519512195122,24.5,-1.4200000000000017,-1.9312000000000025,-0.26980000000000026,-1.0792000000000013,-5.478395061728401,-2.0022000000000024
828,5.165,604.36,604.0858536585365,25.2,-0.7200000000000024,-0.9792000000000034,-0.13680000000000048,-0.5472000000000018,-2.7777777777777866,-1.0152000000000034
829,5.17,604.8,604.519756097561,25.91,-0.010000000000001563,-0.013600000000002128,-0.0019000000000002955,-0.007600000000001188,-0.03858024691358628,-0.014100000000002203
830,5.175,605.24,604.9536585365854,26.57,0.6499999999999986,0.8839999999999981,0.12349999999999972,0.49399999999999894,2.5077160493827106,0.916499999999998
831,5.18,605.68,605.3875609756096,26.59,0.6699999999999982,0.9111999999999976,0.12729999999999952,0.5091999999999987,2.5848765432098695,0.9446999999999973
832,5.185,606.12,605.8214634146341,26.53,0.6099999999999994,0.8295999999999993,0.11589999999999978,0.46359999999999957,2.3533950617283925,0.8600999999999992
833,5.19,606.55,606.2553658536585,26.6,0.6799999999999997,0.9247999999999997,0.12919999999999987,0.5167999999999998,2.6234567901234556,0.9587999999999995
834,5.195,606.99,606.689268292683,27.07,1.1499999999999986,1.5639999999999983,0.21849999999999947,0.8739999999999989,4.4367283950617225,1.621499999999998
835,5.2,607.43,607.1231707317073,27.12,1.1999999999999993,1.6319999999999992,0.22799999999999976,0.9119999999999995,4.629629629629626,1.6919999999999988
836,5.205,607.87,607.5570731707317,27.68,1.759999999999998,2.3935999999999975,0.3343999999999996,1.3375999999999986,6.790123456790116,2.481599999999997
837,5.21,608.31,607.9909756097561,28.72,2.799999999999997,3.8079999999999963,0.5319999999999991,2.127999999999998,10.802469135802458,3.947999999999996
