Sample ID,Mid depth CCSF-361-U1475-BCDEF-20160305 (m),SS mean,SS Std
"361-U1475B-5H-5, 76-78",42.998,27.2,0.014142136
"361-U1475B-5H-5, 80-82",43.038,26.235,0.091923882
"361-U1475B-5H-5, 84-86",43.078,24.475,0.106066017
"361-U1475B-5H-5, 88-90",43.118,24.28,0.113137085
"361-U1475B-5H-5, 92-94",43.158,25.46,0.236431808
"361-U1475B-5H-5, 96-98",43.198,26.765,0.106066017
"361-U1475B-5H-5, 100-102",43.238,27.065,0.176776695
"361-U1475B-5H-5, 104-106",43.278,26.365,0.16263456
"361-U1475B-5H-5, 108-110",43.318,24.545,0.261629509
"361-U1475B-5H-5, 112-114",43.358,25.4,0.056568542
"361-U1475B-5H-5, 116-118",43.398,24.38,0.070710678
"361-U1475B-5H-5, 120-122",43.438,23.33333333,0.223681321
"361-U1475B-5H-5, 124-126",43.478,23.14,0.141421356
"361-U1475B-5H-5, 128-130",43.518,24.255,0.176776695
"361-U1475C-5H-2, 116-118",43.585,25.32,0.028284271
"361-U1475C-5H-2, 122-124",43.645,,
"361-U1475C-5H-2, 124-126",43.665,24.945,0.021213203
"361-U1475C-5H-2, 128-130",43.705,22.045,0.035355339
"361-U1475C-5H-2, 132-134",43.745,25.48333333,0.261023626
"361-U1475C-5H-2, 136-138",43.785,26.1,0.028284271
"361-U1475C-5H-2, 140-142",43.825,24.6,0.113137085
"361-U1475C-5H-2, 144-146",43.865,25.355,0.120208153
"361-U1475C-5H-3, 2-4",43.945,25.245,0.091923882
"361-U1475C-5H-3, 6-8",43.985,26.2,0.282842712
"361-U1475C-5H-3, 10-12",44.025,24.89666667,0.403773864
"361-U1475C-5H-3, 14-16",44.065,25.04,0.325269119
"361-U1475C-5H-3, 18-20",44.105,24.91666667,0.245017006
"361-U1475C-5H-3, 22-24",44.145,24.23666667,0.417891533
"361-U1475C-5H-3, 26-28",44.185,24.27,0.056568542
"361-U1475C-5H-3, 30-32",44.225,25.39,0.141421356
"361-U1475C-5H-3, 34-36",44.265,23.58,0.070710678
"361-U1475C-5H-3, 38-40",44.305,22.26,0.084852814
"361-U1475C-5H-3, 42-44",44.345,22.87,0.042426407
"361-U1475C-5H-3, 46-48",44.385,24.18,0.127279221
"361-U1475C-5H-3, 50-52",44.425,23.56666667,0.267644042
"361-U1475C-5H-3, 54-56",44.465,23.35333333,0.180092569
"361-U1475C-5H-3, 58-60",44.505,22.87,0.084852814
"361-U1475C-5H-3, 62-64",44.545,23.725,0.190918831
"361-U1475C-5H-3, 66-68",44.585,,
"361-U1475C-5H-3, 69-71",44.615,19.28,0.141421356
"361-U1475C-5H-3, 74-76",44.665,20.925,0.120208153
"361-U1475C-5H-3, 78-80",44.705,20.455,0.233345238
"361-U1475C-5H-3, 82-84",44.745,20.96,0.056568542
"361-U1475C-5H-3, 86-88",44.785,,
"361-U1475C-5H-3, 90-92",44.825,22.28,0.155241747
"361-U1475C-5H-3, 94-96",44.865,24.51666667,0.289885035
"361-U1475C-5H-3, 98-100",44.905,21.63,0.183847763
"361-U1475C-5H-3, 102-104",44.945,19.82,0.153948043
"361-U1475C-5H-3, 106-108",44.985,24.52,0.084852814
"361-U1475C-5H-3, 110-112",45.025,24.62,0.311126984
"361-U1475C-5H-3, 114-116",45.065,23.89,0.169705627
"361-U1475C-5H-3, 118-120",45.105,22.305,0.077781746
"361-U1475C-5H-3, 122-124",45.145,22.545,0.176776695
"361-U1475C-5H-3, 126-128",45.185,23.55,0.014142136
"361-U1475C-5H-3, 130-132",45.225,23.32,0.244335834
"361-U1475C-5H-3, 134-136",45.265,23.37,0.028284271
"361-U1475C-5H-3, 138-140",45.305,24.495,0.134350288
"361-U1475C-5H-3, 142-144",45.345,23.205,0.120208153
"361-U1475C-5H-4, 4-6",45.465,,0.056568542
"361-U1475C-5H-4, 6-8",45.485,25.365,0.120208153
"361-U1475C-5H-4, 10-12",45.525,24.21,0.042426407
"361-U1475C-5H-4, 14-16",45.565,25.825,0.06363961
"361-U1475C-5H-4, 18-20",45.605,24.95,0.084852814
"361-U1475C-5H-4, 22-24",45.645,25.215,0.205060967
"361-U1475C-5H-4, 26-28",45.685,,
"361-U1475C-5H-4, 30-32",45.725,25.72,0.22627417
"361-U1475C-5H-4, 34-36",45.765,21.19,0.070710678
"361-U1475C-5H-4, 38-40",45.805,22.865,0.176776695
"361-U1475C-5H-4, 42-44",45.845,20.29,0.212132034
"361-U1475C-5H-4, 46-48",45.885,25.075,0.233345238
"361-U1475C-5H-4, 50-52",45.925,22.82,0.028284271
"361-U1475C-5H-4, 54-56",45.965,,
"361-U1475C-5H-4, 58-60",46.005,23.995,0.148492424
"361-U1475C-5H-4, 62-64",46.045,24.065,0.035355339
"361-U1475C-5H-4, 66-68",46.085,22.495,0.120208153
"361-U1475C-5H-4, 70-72",46.125,20.26,0.113137085
"361-U1475C-5H-4, 74-76",46.165,22.93666667,0.25540817
"361-U1475C-5H-4, 78-80",46.205,22.13333333,0.178978583
"361-U1475C-5H-4, 82-84",46.245,21.41333333,0.265015723
"361-U1475C-5H-4, 86-88",46.285,21.635,0.190918831
"361-U1475C-5H-4, 90-92",46.325,23.475,0.007071068
"361-U1475C-5H-4, 94-96",46.365,,
"361-U1475C-5H-4, 98-100",46.405,23.285,0.148492424
"361-U1475C-5H-4, 102-104",46.445,20.865,0.134350288
"361-U1475C-5H-4, 106-108",46.485,22.585,0.205060967
"361-U1475C-5H-4, 110-112",46.525,21.535,0.035355339
"361-U1475C-5H-4, 114-116",46.565,22.055,0.021213203
"361-U1475C-5H-4, 118-120",46.605,23.995,0.219203102
"361-U1475C-5H-4, 122-124",46.645,24.85,0.240416306
"361-U1475C-5H-4, 126-128",46.685,22.025,0.021213203
"361-U1475C-5H-4, 130-132",46.725,22.165,0.134350288
"361-U1475C-5H-4, 134-136",46.765,22.985,0.176776695
"361-U1475C-5H-4, 138-140",46.805,22.55,0.212132034
"361-U1475C-5H-4, 142-144",46.845,,
"361-U1475C-5H-5, 5-7",46.975,,
"361-U1475C-5H-5, 8-10",47.005,23.68,0.014142136
"361-U1475C-5H-5, 12-14",47.045,21.93,0.155563492
"361-U1475C-5H-5, 16-18",47.085,18.97,0.22627417
"361-U1475C-5H-5, 20-22",47.125,19.895,0.219203102
"361-U1475C-5H-5, 24-26",47.165,20.3,0.141421356
"361-U1475C-5H-5, 28-30",47.205,24.31333333,0.351046056
"361-U1475C-5H-5, 34-35",47.26,23.855,0.035355339
"361-U1475C-5H-5, 43-44",47.35,,
"361-U1475C-5H-5, 52-53",47.44,,
"361-U1475C-5H-5, 61-62",47.53,20.88,0
"361-U1475C-5H-5, 70-71",47.62,22.415,0.035355339
"361-U1475C-5H-5, 79-80",47.71,22.305,0.134350288
"361-U1475C-5H-5, 88-89",47.8,23.14,0.169705627
"361-U1475C-5H-5, 97-98",47.89,,
"361-U1475C-5H-5, 106-107",47.98,,
"361-U1475C-5H-5, 115-116",48.07,,
"361-U1475C-5H-5, 124-125",48.16,,
"361-U1475C-5H-5, 133-134",48.25,,
"361-U1475C-5H-5, 142-143",48.34,,
"361-U1475C-5H-6, 1-2",48.43,,
"361-U1475C-5H-6, 10-11",48.52,,
"361-U1475C-5H-6, 19-20",48.61,,
"361-U1475C-5H-6, 28-29",48.7,,
"361-U1475C-5H-6, 37-38",48.79,,
"361-U1475C-5H-6, 46-47",48.88,,
"361-U1475C-5H-6, 55-56",48.97,,
"361-U1475C-5H-6, 64-65",49.06,,
"361-U1475C-5H-6, 73-74",49.15,,
"361-U1475C-5H-6, 82-83",49.24,,
"361-U1475C-5H-6, 91-92",49.33,,
"361-U1475C-5H-6, 98-100",49.405,,
"361-U1475C-5H-7, 9-10",49.51,,
"361-U1475C-5H-7, 18-19",49.6,,
"361-U1475C-5H-7, 27-28",49.69,,
"361-U1475C-5H-7, 36-37",49.78,,
"361-U1475C-5H-7, 45-46",49.87,,
"361-U1475C-5H-7, 54-55",49.96,,
"361-U1475C-5H-7, 63-64",50.05,,
"361-U1475C-5H-7, 72-73",50.14,,
"361-U1475E-6H-1, 104-105",50.326,,
"361-U1475E-6H-1, 113-114",50.416,,
"361-U1475E-6H-1, 122-123",50.506,,
"361-U1475E-6H-1, 131-132",50.596,,
"361-U1475E-6H-1, 140-141",50.686,,
"361-U1475E-6H-1, 148-149",50.776,,
"361-U1475E-6H-2, 7-8",50.856,,
"361-U1475E-6H-2, 16-17",50.946,,
"361-U1475E-6H-2, 25-26",51.036,,
"361-U1475E-6H-2, 34-35",51.126,,
"361-U1475E-6H-2, 43-44",51.216,,
"361-U1475E-6H-2, 52-53",51.306,,
"361-U1475E-6H-2, 61-62",51.396,,
"361-U1475E-6H-2, 70-71",51.486,,
"361-U1475E-6H-2, 79-80",51.576,,
"361-U1475E-6H-2, 88-89",51.666,,
"361-U1475E-6H-2, 97-98",51.756,,
"361-U1475E-6H-2, 106-107",51.846,,
"361-U1475E-6H-2, 115-116",51.936,,
"361-U1475E-6H-2, 124-125",52.026,,
"361-U1475E-6H-2, 133-134",52.116,,
"361-U1475E-6H-2, 142-143",52.206,,
"361-U1475E-6H-3, 2-3",52.306,,
"361-U1475E-6H-3, 11-12",52.396,,
"361-U1475E-6H-3, 20-21",52.486,,
"361-U1475E-6H-3, 29-30",52.576,,
"361-U1475E-6H-3, 38-39",52.666,,
"361-U1475E-6H-3, 47-48",52.756,,
"361-U1475E-6H-3, 56-57",52.846,,
"361-U1475E-6H-3, 65-66",52.936,,
"361-U1475E-6H-3, 74-75",53.026,,
"361-U1475E-6H-3, 83-84",53.116,,
"361-U1475C-6H-2, 17-18",53.296,,
"361-U1475C-6H-2, 26-27",53.386,,
"361-U1475C-6H-2, 35-36",53.476,,
"361-U1475C-6H-2, 44-45",53.566,,
"361-U1475C-6H-2, 53-54",53.656,,
"361-U1475C-6H-2, 62-63",53.746,,
"361-U1475C-6H-2, 71-72",53.836,,
"361-U1475C-6H-2, 80-81",53.926,,
"361-U1475C-6H-2, 89-90",54.016,,
"361-U1475C-6H-2, 98-99",54.106,,
"361-U1475C-6H-2, 107-108",54.196,,
"361-U1475C-6H-2, 116-117",54.286,,
"361-U1475C-6H-2, 125-126",54.376,,
"361-U1475C-6H-2, 134-135",54.466,,
"361-U1475C-6H-2, 143-144",54.556,,
"361-U1475C-6H-3, 2-3",54.646,,
"361-U1475C-6H-3, 11-12",54.736,,
"361-U1475C-6H-3, 20-21",54.826,,
"361-U1475C-6H-3, 29-30",54.916,,
"361-U1475C-6H-3, 38-39",55.006,,
"361-U1475C-6H-3, 47-48",55.096,,
"361-U1475C-6H-3, 56-57",55.186,,
"361-U1475C-6H-3, 65-66",55.276,,
"361-U1475C-6H-3, 74-75",55.366,,
"361-U1475C-6H-3, 83-84",55.456,,
"361-U1475C-6H-3, 92-93",55.546,,
"361-U1475C-6H-3, 101-102",55.636,,
"361-U1475C-6H-3, 110-111",55.726,,
"361-U1475C-6H-3, 119-120",55.816,,
"361-U1475C-6H-3, 128-129",55.906,,
"361-U1475C-6H-3, 137-138",55.996,,
"361-U1475C-6H-3, 146-147",56.086,,
"361-U1475C-6H-4, 5-6",56.176,,
"361-U1475C-6H-4, 14-15",56.266,,
"361-U1475C-6H-4, 23-24",56.356,,
"361-U1475C-6H-4, 32-33",56.446,,
"361-U1475C-6H-4, 41-42",56.536,,
"361-U1475C-6H-4, 50-51",56.626,,
"361-U1475C-6H-4, 59-60",56.716,,
"361-U1475E-6H-5, 143-144",56.716,,
"361-U1475C-6H-4, 68-69",56.806,,
"361-U1475C-6H-4, 77-78",56.896,,
"361-U1475C-6H-4, 86-87",56.986,,
"361-U1475C-6H-4, 95-96",57.076,,
"361-U1475C-6H-4, 104-105",57.166,,
"361-U1475C-6H-4, 113-114",57.256,,
"361-U1475C-6H-4, 122-123",57.346,,
"361-U1475C-6H-4, 131-132",57.436,,
"361-U1475C-6H-4, 140-141",57.526,,
"361-U1475C-6H-4, 148-149",57.616,,
"361-U1475C-6H-5, 8-9",57.706,,
"361-U1475C-6H-5, 17-18",57.796,,
"361-U1475C-6H-5, 26-27",57.886,,
"361-U1475C-6H-5, 35-36",57.976,,
"361-U1475C-6H-5, 44-45",58.066,,
"361-U1475C-6H-5, 53-54",58.156,,
"361-U1475C-6H-5, 62-63",58.246,,
"361-U1475C-6H-5, 71-72",58.336,,
"361-U1475C-6H-5, 80-81",58.426,,
"361-U1475C-6H-5, 89-90",58.516,,
"361-U1475C-6H-5, 98-99",58.606,,
"361-U1475C-6H-5, 107-108",58.696,,
"361-U1475C-6H-5, 116-117",58.786,,
"361-U1475C-6H-5, 125-126",58.876,,
"361-U1475C-6H-5, 134-135",58.966,,
"361-U1475E-7H-2, 42-43",59.143,,
"361-U1475E-7H-2, 51-52",59.233,,
"361-U1475E-7H-2, 60-61",59.323,,
"361-U1475E-7H-2, 69-70",59.413,,
"361-U1475E-7H-2, 78-79",59.503,,
"361-U1475E-7H-2, 87-88",59.593,,
"361-U1475E-7H-2, 96-97",59.683,,
"361-U1475E-7H-2, 105-106",59.773,,
"361-U1475E-7H-2, 114-115",59.863,,
"361-U1475E-7H-2, 123-124",59.953,,
"361-U1475E-7H-2, 132-133",60.043,,
"361-U1475E-7H-2, 141-142",60.133,,
"361-U1475E-7H-2, 148-150",60.208,,
"361-U1475E-7H-3, 9-10",60.313,,
"361-U1475E-7H-3, 18-19",60.403,,
"361-U1475E-7H-3, 27-28",60.493,,
"361-U1475E-7H-3, 36-37",60.583,,
"361-U1475E-7H-3, 45-46",60.673,,
"361-U1475E-7H-3, 54-55",60.763,,
"361-U1475E-7H-3, 63-64",60.853,,
"361-U1475E-7H-3, 72-73",60.943,,
"361-U1475E-7H-3, 81-82",61.033,,
"361-U1475E-7H-3, 90-91",61.123,,
"361-U1475B-7H-3, 51-52",61.308,,
"361-U1475B-7H-3, 60-61",61.398,,
"361-U1475B-7H-3, 69-70",61.488,,
"361-U1475B-7H-3, 78-79",61.578,,
"361-U1475B-7H-3, 87-88",61.668,,
"361-U1475B-7H-3, 96-97",61.758,,
"361-U1475B-7H-3, 99-100",61.788,,
"361-U1475B-7H-3, 105-106",61.848,,
"361-U1475B-7H-3, 114-115",61.938,,
"361-U1475B-7H-3, 123-124",62.028,,
"361-U1475B-7H-3, 132-133",62.118,,
"361-U1475B-7H-3, 141-142",62.208,,
"361-U1475B-7H-3, 148-150",62.283,,
"361-U1475B-7H-4, 9-10",62.388,,
"361-U1475B-7H-4, 18-19",62.478,,
"361-U1475B-7H-4, 27-28",62.568,,
"361-U1475B-7H-4, 36-37",62.658,,
"361-U1475B-7H-4, 45-46",62.748,,
"361-U1475B-7H-4, 54-55",62.838,,
"361-U1475B-7H-4, 63-64",62.928,,
"361-U1475B-7H-4, 72-73",63.018,,
"361-U1475B-7H-4, 81-82",63.108,,
"361-U1475B-7H-4, 90-91",63.198,,
"361-U1475B-7H-4, 99-100",63.288,,
"361-U1475B-7H-4, 108-109",63.378,,
"361-U1475B-7H-4, 117-118",63.468,,
"361-U1475B-7H-4, 126-127",63.558,,
"361-U1475B-7H-4, 135-136",63.648,,
"361-U1475B-7H-4, 144-145",63.738,,
"361-U1475B-7H-5, 3-4",63.828,,
"361-U1475B-7H-5, 12-13",63.918,,
"361-U1475B-7H-5, 21-22",64.008,,
"361-U1475B-7H-5, 30-31",64.098,,
"361-U1475B-7H-5, 39-40",64.188,,
"361-U1475B-7H-5, 48-49",64.278,,
"361-U1475B-7H-5, 57-58",64.368,,
"361-U1475B-7H-5, 66-67",64.458,,
"361-U1475B-7H-5, 75-76",64.548,,
"361-U1475B-7H-5, 84-85",64.638,,
"361-U1475B-7H-5, 93-94",64.728,,
"361-U1475C-7H-2, 142-143",64.914,,
"361-U1475C-7H-3, 1-2",65.004,,
"361-U1475C-7H-3, 10-11",65.094,,
"361-U1475C-7H-3, 19-20",65.184,,
"361-U1475C-7H-3, 28-29",65.274,,
"361-U1475C-7H-3, 37-38",65.364,,
"361-U1475C-7H-3, 46-47",65.454,,
"361-U1475C-7H-3, 55-56",65.544,,
"361-U1475C-7H-3, 64-65",65.634,,
"361-U1475C-7H-3, 73-74",65.724,,
"361-U1475C-7H-3, 82-83",65.814,,
"361-U1475C-7H-3, 91-92",65.904,,
"361-U1475C-7H-3, 100-101",65.994,,
"361-U1475C-7H-3, 109-110",66.084,,
"361-U1475B-7H-6, 82-83",66.118,,
"361-U1475C-7H-3, 118-119",66.174,,
"361-U1475C-7H-3, 127-128",66.264,,
"361-U1475C-7H-3, 136-137",66.354,,
"361-U1475C-7H-3, 145-146",66.444,,
"361-U1475C-7H-4, 4-5",66.534,,
"361-U1475C-7H-4, 13-14",66.624,,
"361-U1475C-7H-4, 22-23",66.714,,
"361-U1475C-7H-4, 31-32",66.804,,
"361-U1475C-7H-4, 40-41",66.894,,
"361-U1475C-7H-4, 49-50",66.984,,
"361-U1475C-7H-4, 58-59",67.074,,
"361-U1475C-7H-4, 67-68",67.164,,
"361-U1475C-7H-4, 76-77",67.254,,
"361-U1475C-7H-4, 85-86",67.344,,
"361-U1475C-7H-4, 94-95",67.434,,
"361-U1475C-7H-4, 103-104",67.524,,
"361-U1475C-7H-4, 112-113",67.614,,
"361-U1475C-7H-4, 121-122",67.704,,
"361-U1475C-7H-4, 130-131",67.794,,
"361-U1475C-7H-4, 139-140",67.884,,
"361-U1475C-7H-4, 148-149",67.974,,
"361-U1475C-7H-5, 7-8",68.064,,
"361-U1475C-7H-5, 16-17",68.154,,
"361-U1475C-7H-5, 25-26",68.244,,
"361-U1475C-7H-5, 34-35",68.334,,
"361-U1475C-7H-5, 43-44",68.424,,
"361-U1475C-7H-5, 52-53",68.514,,
"361-U1475C-7H-5, 61-62",68.604,,
"361-U1475C-7H-5, 70-71",68.694,,
"361-U1475C-7H-5, 79-80",68.784,,
"361-U1475C-7H-5, 88-89",68.874,,
"361-U1475C-7H-5, 97-98",68.964,,
"361-U1475C-7H-5, 102-103",69.014,,
"361-U1475C-7H-5, 106-107",69.054,,
"361-U1475C-7H-5, 115-116",69.144,,
"361-U1475C-7H-5, 124-125",69.234,,
"361-U1475C-7H-5, 133-134",69.324,,
"361-U1475C-7H-5, 142-143",69.414,,
"361-U1475C-7H-6, 1-2",69.504,,
"361-U1475C-7H-6, 10-11",69.594,,
"361-U1475C-7H-6, 19-20",69.684,,
"361-U1475C-7H-6, 28-29",69.774,,
"361-U1475C-7H-6, 37-38",69.864,,
"361-U1475C-7H-6, 46-47",69.954,,
"361-U1475C-7H-6, 55-56",70.044,,
"361-U1475C-7H-6, 64-65",70.134,,
"361-U1475C-7H-6, 73-74",70.224,,
"361-U1475B-8H-3, 8-9",70.405,,
"361-U1475B-8H-3, 17-19",70.495,,
"361-U1475B-8H-3, 26-27",70.585,,
"361-U1475B-8H-3, 35-36",70.6745,,
"361-U1475B-8H-3, 44-45",70.765,,
"361-U1475B-8H-3, 53-54",70.855,,
"361-U1475B-8H-3, 62-63",70.945,,
"361-U1475B-8H-3, 71-72",71.0345,,
"361-U1475B-8H-3, 80-81",71.125,,
"361-U1475B-8H-3, 89-90",71.215,,
"361-U1475B-8H-3, 98-99",71.305,,
"361-U1475B-8H-3, 107-108",71.3945,,
"361-U1475B-8H-3, 116-117",71.485,,
"361-U1475B-8H-3, 125-126",71.575,,
"361-U1475B-8H-3, 134-135",71.665,,
"361-U1475B-8H-3, 143-144",71.755,,
"361-U1475B-8H-4, 2-3",71.845,,
"361-U1475B-8H-4, 11-12",71.935,,
"361-U1475B-8H-4, 20-21",72.025,,
"361-U1475B-8H-4, 29-30",72.115,,
"361-U1475B-8H-4, 38-39",72.205,,
"361-U1475B-8H-4, 47-48",72.295,,
"361-U1475B-8H-4, 56-57",72.385,,
"361-U1475B-8H-4, 65-66",72.475,,
"361-U1475B-8H-4, 74-75",72.5645,,
"361-U1475B-8H-4, 83-84",72.655,,
"361-U1475B-8H-4, 92-93",72.745,,
"361-U1475C-8H-1, 121-122",72.92,,
"361-U1475C-8H-1, 130-131",73.01,,
"361-U1475C-8H-1, 139-140",73.1,,
"361-U1475C-8H-1, 148-149",73.19,,
"361-U1475C-8H-2, 7-8",73.28,,
"361-U1475C-8H-2, 16-17",73.37,,
"361-U1475C-8H-2, 25-26",73.46,,
"361-U1475C-8H-2, 34-35",73.55,,
"361-U1475C-8H-2, 43-44",73.64,,
"361-U1475C-8H-2, 52-53",73.73,,
"361-U1475C-8H-2, 61-62",73.82,,
"361-U1475C-8H-2, 70-71",73.91,,
"361-U1475C-8H-2, 79-80",74,,
"361-U1475C-8H-2, 88-89",74.09,,
"361-U1475C-8H-2, 97-98",74.18,,
"361-U1475C-8H-2, 106-107",74.27,,
"361-U1475C-8H-2, 115-117",74.365,,
"361-U1475C-8H-2, 125-127",74.465,,
"361-U1475C-8H-2, 135-137",74.565,,
"361-U1475C-8H-2, 145-147",74.665,,
"361-U1475C-8H-3, 5-7",74.765,,
"361-U1475C-8H-3, 15-17",74.865,,
"361-U1475C-8H-3, 25-27",74.965,,
"361-U1475C-8H-3, 35-37",75.065,,
"361-U1475C-8H-3, 45-47",75.165,,
"361-U1475C-8H-3, 55-57",75.265,,
"361-U1475C-8H-3, 65-67",75.365,,
"361-U1475C-8H-3, 76-78",75.475,,
"361-U1475C-8H-3, 85-87",75.565,,
"361-U1475C-8H-3, 95-97",75.665,,
"361-U1475C-8H-3, 105-107",75.765,,
"361-U1475C-8H-3, 116-118",75.875,,
"361-U1475C-8H-3, 125-127",75.965,,
"361-U1475C-8H-3, 135-137",76.065,,
"361-U1475C-8H-3, 145-147",76.165,,
"361-U1475C-8H-4, 5-7",76.265,,
"361-U1475C-8H-4, 15-17",76.365,,
"361-U1475C-8H-4, 25-27",76.465,,
"361-U1475C-8H-4, 35-37",76.565,,
"361-U1475C-8H-4, 45-47",76.665,,
"361-U1475C-8H-4, 55-57",76.765,,
"361-U1475C-8H-4, 65-67",76.865,,
"361-U1475C-8H-4, 75-77",76.965,,
"361-U1475C-8H-4, 85-87",77.065,,
"361-U1475C-8H-4, 95-97",77.165,,
"361-U1475C-8H-4, 101-102",77.22,,
"361-U1475C-8H-4, 105-107",77.265,,
"361-U1475C-8H-4, 116-118",77.375,,
"361-U1475C-8H-4, 125-127",77.465,,
"361-U1475C-8H-4, 135-137",77.565,,
"361-U1475C-8H-4, 145-147",77.665,,
"361-U1475C-8H-5, 6-8",77.775,,
"361-U1475C-8H-5, 15-17",77.865,,
"361-U1475C-8H-5, 25-27",77.965,,
"361-U1475C-8H-5, 35-37",78.065,,
"361-U1475C-8H-5, 47-49",78.185,,
"361-U1475C-8H-5, 56-58",78.275,,
"361-U1475C-8H-5, 65-67",78.365,,
"361-U1475C-8H-5, 76-78",78.475,,
"361-U1475C-8H-5, 85-87",78.565,,
"361-U1475C-8H-5, 95-97",78.665,,
"361-U1475C-8H-5, 105-107",78.765,,
"361-U1475C-8H-5, 116-118",78.875,,
"361-U1475C-8H-5, 125-127",78.965,,
"361-U1475C-8H-5, 135-137",79.065,,
"361-U1475C-8H-5, 145-147",79.165,,
"361-U1475C-8H-6, 5-7",79.265,,
"361-U1475C-8H-6, 15-17",79.365,,
"361-U1475C-8H-6, 24-26",79.455,,
"361-U1475C-8H-6, 35-37",79.565,,
"361-U1475C-8H-6, 46-48",79.675,,
"361-U1475C-8H-6, 55-57",79.765,,
"361-U1475B-9H-2, 145-147",79.829,,
"361-U1475B-9H-3, 4-6",79.919,,
"361-U1475B-9H-3, 14-16",80.019,,
"361-U1475B-9H-3, 24-26",80.119,,
"361-U1475B-9H-3, 34-36",80.219,,
"361-U1475B-9H-3, 43-45",80.309,,
"361-U1475B-9H-3, 54-56",80.419,,
"361-U1475B-9H-3, 64-66",80.519,,
"361-U1475B-9H-3, 74-76",80.619,,
"361-U1475B-9H-3, 84-86",80.719,,
"361-U1475B-9H-3, 94-96",80.819,,
"361-U1475B-9H-3, 104-106",80.919,,
"361-U1475B-9H-3, 113-115",81.009,,
"361-U1475B-9H-3, 124-126",81.119,,
"361-U1475B-9H-3, 134-136",81.219,,
"361-U1475B-9H-3, 144-146",81.319,,
"361-U1475B-9H-4, 4-6",81.419,,
"361-U1475B-9H-4, 12-14",81.499,,
"361-U1475B-9H-4, 24-26",81.619,,
"361-U1475B-9H-4, 34-36",81.719,,
"361-U1475B-9H-4, 43-45",81.809,,
"361-U1475B-9H-4, 54-56",81.919,,
"361-U1475B-9H-4, 64-66",82.019,,
"361-U1475B-9H-4, 74-76",82.119,,
"361-U1475B-9H-4, 84-86",82.219,,
"361-U1475B-9H-4, 94-96",82.319,,
"361-U1475B-9H-4, 104-106",82.419,,
"361-U1475B-9H-4, 112-114",82.499,,
"361-U1475B-9H-4, 124-126",82.619,,
"361-U1475B-9H-4, 134-136",82.719,,
"361-U1475B-9H-4, 144-146",82.819,,
"361-U1475B-9H-5, 4-6",82.919,,
"361-U1475B-9H-5, 8-10",82.959,,
"361-U1475B-9H-5, 12-14",82.999,,
"361-U1475B-9H-5, 16-18",83.039,,
"361-U1475B-9H-5, 20-22",83.079,,
"361-U1475B-9H-5, 24-26",83.119,,
"361-U1475B-9H-5, 28-30",83.159,,
"361-U1475B-9H-5, 32-34",83.199,,
"361-U1475B-9H-5, 36-38",83.239,,
"361-U1475B-9H-5, 42-44",83.299,,
"361-U1475B-9H-5, 48-50",83.359,,
"361-U1475B-9H-5, 52-54",83.399,,
"361-U1475B-9H-5, 56-58",83.439,,
"361-U1475B-9H-5, 64-66",83.519,,
"361-U1475B-9H-5, 68-70",83.559,,
"361-U1475B-9H-5, 72-74",83.599,,
"361-U1475B-9H-5, 76-78",83.639,,
"361-U1475B-9H-5, 80-82",83.679,,
"361-U1475B-9H-5, 84-86",83.719,,
"361-U1475B-9H-5, 88-90",83.759,,
"361-U1475B-9H-5, 92-94",83.799,,
"361-U1475B-9H-5, 96-98",83.839,,
"361-U1475B-9H-5, 100-102",83.879,,
"361-U1475B-9H-5, 104-106",83.919,,
"361-U1475B-9H-5, 108-110",83.959,,
"361-U1475B-9H-5, 112-114",83.999,,
"361-U1475B-9H-5, 116-118",84.039,,
"361-U1475B-9H-5, 120-122",84.079,,
"361-U1475B-9H-5, 124-126",84.119,,
"361-U1475B-9H-5, 128-130",84.159,,
"361-U1475B-9H-5, 132-134",84.199,,
"361-U1475B-9H-5, 136-138",84.239,,
"361-U1475B-9H-5, 140-142",84.279,,
"361-U1475B-9H-5, 144-146",84.319,,
"361-U1475B-9H-5, 148-150",84.359,,
"361-U1475B-9H-6, 0-2",84.379,,
"361-U1475B-9H-6, 4-6",84.419,,
"361-U1475B-9H-6, 8-10",84.459,,
"361-U1475B-9H-6, 12-14",84.499,,
"361-U1475B-9H-6, 16-18",84.539,,
"361-U1475B-9H-6, 24-26",84.619,,
"361-U1475B-9H-6, 28-30",84.659,,
"361-U1475C-9H-3, 83-85",84.711,,
"361-U1475C-9H-3, 87-89",84.751,,
"361-U1475C-9H-3, 91-93",84.791,,
"361-U1475C-9H-3, 95-97",84.831,,
"361-U1475C-9H-3, 99-101",84.871,,
"361-U1475C-9H-3, 103-105",84.911,,
"361-U1475C-9H-3, 107-109",84.951,,
"361-U1475C-9H-3, 111-113",84.991,,
"361-U1475C-9H-3, 115-117",85.031,,
"361-U1475C-9H-3, 119-121",85.071,,
"361-U1475C-9H-3, 123-125",85.111,,
"361-U1475C-9H-3, 127-129",85.151,,
"361-U1475C-9H-3, 131-133",85.191,,
"361-U1475C-9H-3, 135-137",85.231,,
"361-U1475C-9H-3, 139-141",85.271,,
"361-U1475C-9H-3, 143-145",85.311,,
"361-U1475C-9H-3, 147-149",85.351,,
"361-U1475C-9H-4, 3-5",85.411,,
"361-U1475C-9H-4, 7-9",85.451,,
"361-U1475C-9H-4, 11-13",85.491,,
