,Sample ID,Depth (m),APcomp Depth (m),Cwu d18O (VPDB),Cwu d13C (VPDB),n specimens G. trunc,Gtrunc d18O (VDPB),Gtrunc d13C (VPDB),sample weight (g),IRD #/g,IRD MAR ,SS mean,SS Std
1046,"361-U1475E-2H-2, 133-135",9.878,11.033,4.249,-0.209,15,2.72,0.742,11.36918772,11.36918772,47.84616459,23.3,0.014142136
1047,"361-U1475E-2H-2, 137-139",9.918,11.073,4.335,-0.193,15,2.803,0.649,11.76740979,11.76740979,49.15220981,23.605,0.205060967
1048,"361-U1475E-2H-2, 141-143",9.958,11.113,4.4,-0.377,16,2.881,0.651,21.9498811,21.9498811,92.02909556,23.235,0.049497475
1049,"361-U1475E-2H-2, 145-147",9.998,11.153,4.177,-0.199,15,2.963,0.731,8.507621411,8.507621411,32.30079928,23.7,0.056568542
1050,"361-U1475E-2H-3, 0-2",10.048,11.203,4.354,-0.305,15,2.504,0.67,22.63883976,22.63883976,86.74832886,23.46,0.113137085
1051,"361-U1475E-2H-3, 4-6",10.088,11.243,4.369,-0.218,13,2.655,0.852,51.35062851,51.35062851,201.0971445,21.23,0.375099987
1052,"361-U1475E-2H-3, 8-10",10.128,11.283,4.17,-0.346,15,2.597,0.79,10.89070401,10.89070401,43.5680271,24.905,0.06363961
1053,"361-U1475E-2H-3, 12-14",10.168,11.323,4.163,-0.309,15,2.617,0.655,11.16761392,11.16761392,45.56584409,23.58,0.141421356
1054,"361-U1475E-2H-3, 16-18",10.208,11.363,4.266,-0.118,15,2.768,0.448,13.65114915,13.65114915,56.1109852,24.23,0.245560583
1055,"361-U1475E-2H-3, 20-22",10.248,11.403,4.152,-0.302,15,2.576,0.547,6.555026374,6.555026374,26.5911571,23.895,0.077781746
1056,"361-U1475E-2H-3, 24-26",10.288,11.443,4.058,-0.237,15,2.389,0.912,20.74074074,20.74074074,90.51215656,22.975,0.148492424
1057,"361-U1475E-2H-3, 28-30",10.328,11.483,3.952,-0.251,15,2.362,0.594,8.845480512,8.845480512,40.10826467,21.865,0.106066017
1058,"361-U1475E-2H-3, 32-34",10.368,11.523,3.989,-0.369,15,2.34,0.787,17.21201255,17.21201255,74.78288003,22.75666667,0.205507502
1059,"361-U1475E-2H-3, 36-38",10.408,11.563,3.794,-0.148,15,2.078,0.814,15.86657652,15.86657652,67.70052565,24.675,0.091923882
1060,"361-U1475E-2H-3, 40-42",10.448,11.603,3.907,-0.014,15,2.273,0.722,7.046905968,7.046905968,31.56093524,22.385,0.134350288
1061,"361-U1475E-2H-3, 44-46",10.488,11.643,3.871,0.101,15,2.272,0.947,7.405007636,7.405007636,33.3323288,22.155,0.120208153
1062,"361-U1475E-2H-3, 48-50",10.528,11.683,3.843,-0.099,15,2.14,0.891,5.400297016,5.400297016,23.97581908,22.83,0.281602557
1063,"361-U1475E-2H-3, 52-54",10.568,11.723,3.783,0.013,15,2.197,1.016,7.100066563,7.100066563,32.16498524,23.055,0.148492424
1064,"361-U1475E-2H-3, 56-58",10.608,11.763,3.959,-0.114,15,2.362,1.056,10.09659725,10.09659725,46.12076815,21.96,0.014142136
1065,"361-U1475E-2H-3, 60-62",10.648,11.803,3.742,-0.015,15,2.058,1.036,15.7684899,15.7684899,71.33092591,21.41333333,0.175023808
1066,"361-U1475E-2H-3, 64-66",10.688,11.843,3.983,0.039,15,2.26,0.88,38.89439092,38.89439092,172.1302135,22.53,0.084852814
1067,"361-U1475E-2H-3, 68-70",10.728,11.883,3.908,0.161,15,2.143,0.988,51.05529471,51.05529471,226.9441132,23.105,0.049497475
1068,"361-U1475E-2H-3, 72-74",10.768,11.923,3.941,0.091,15,2.486,1.13,71.1080723,71.1080723,318.3595525,24.845,0.077781746
1069,"361-U1475E-2H-3, 76-78",10.808,11.963,3.931,0.146,15,2.11,1.085,129.4025567,129.4025567,578.375031,24.95,0.056568542
1070,"361-U1475E-2H-3, 80-82",10.848,12.003,3.78,0.153,15,2.338,1.166,8.380985639,8.380985639,37.49109113,23.765,0.091923882
1071,"361-U1475E-2H-3, 84-86",10.888,12.043,3.694,0.208,15,2.116,1.122,2.731307614,2.731307614,12.12281365,23.425,0.049497475
1072,"361-U1475E-2H-3, 88-90",10.928,12.083,3.726,0.47,15,2.034,1.102,8.381351493,8.381351493,37.92472918,23.485,0.049497475
1073,"361-U1475E-2H-3, 92-94",10.968,12.123,3.684,0.182,15,2.104,1.013,6.852541865,6.852541865,30.60213747,24.005,0.06363961
1074,"361-U1475E-2H-3, 96-98",11.008,12.163,3.466,0.356,15,1.922,1.006,6.462818597,6.462818597,29.12169967,24.055,0.148492424
1075,"361-U1475E-2H-3, 100-102",11.048,12.203,3.442,0.42,15,2.219,1.131,2.540589893,2.540589893,11.2028599,22.435,0.021213203
1076,"361-U1475E-2H-3, 104-106",11.088,12.243,3.56,0.401,15,2.084,0.977,0,0,0,22.67,0.084852814
1077,"361-U1475E-2H-3, 108-110",11.128,12.283,3.568,0.651,15,2.149,1.088,0,0,0,23.6,0.127279221
1078,"361-U1475E-2H-3, 112-114",11.168,12.323,3.541,0.406,15,2.077,0.801,3.104535532,3.104535532,13.60764654,23.23,0.261533937
1079,"361-U1475E-2H-3, 116-118",11.208,12.363,3.424,0.107,15,2.094,1.021,4.479701353,4.479701353,19.97310488,24.28,0
1080,"361-U1475E-2H-3, 120-122",11.248,12.403,3.484,0.446,15,2.091,0.923,2.892263196,2.892263196,13.03809897,23.15,0.078102497
1081,"361-U1475E-2H-3, 124-126",11.288,12.443,3.521,0.313,15,1.995,0.823,1.405111092,1.405111092,6.326183247,22.455,0.049497475
1082,"361-U1475E-2H-3, 128-130",11.328,12.483,3.471,0.639,15,2.107,1.193,4.166124203,4.166124203,18.61951449,22.9,0
1083,"361-U1475E-2H-3, 132-134",11.368,12.523,3.473,0.467,15,1.908,1.143,1.353866983,1.353866983,6.040578689,22.395,0.049497475
1084,"361-U1475E-2H-3, 136-138",11.408,12.563,3.405,0.254,15,2.144,1.267,0,0,0,21.615,0.106066017
1085,"361-U1475E-2H-3, 140-142",11.448,12.603,3.424,0.367,15,2.126,1.195,0,0,0,21.16333333,0.205507502
1086,"361-U1475E-2H-3, 144-146",11.488,12.643,3.329,0.366,15,1.791,1.233,3.057811753,3.057811753,12.79067152,20.435,0.106066017
1087,"361-U1475E-2H-3, 148-150",11.528,12.683,3.317,0.409,15,1.784,1.138,0,0,0,22.125,0.106066017
1088,"361-U1475E-2H-4, 2-4",11.568,12.723,3.358,0.666,15,1.567,1.177,3.498988574,3.498988574,15.78080878,20.635,0.007071068
1089,"361-U1475E-2H-4, 6-8",11.608,12.763,2.955,0.941,15,1.84,1.227,1.843636573,1.843636573,8.388615105,20.835,0.021213203
1090,"361-U1475E-2H-4, 10-12",11.648,12.803,3.242,0.448,15,1.882,1.19,0,0,0,21.48,0.23430749
1091,"361-U1475E-2H-4, 14-16",11.688,12.843,2.954,0.708,15,1.801,1.218,0,0,0,19.615,0.091923882
1092,"361-U1475E-2H-4, 18-20",11.728,12.883,2.854,1.074,15,1.663,1.274,0,0,0,19.85,0.028284271
1093,"361-U1475E-2H-4, 22-24",11.768,12.923,2.987,0.99,15,1.419,1.274,0,0,0,20.645,0.035355339
1094,"361-U1475E-2H-4, 26-28",11.808,12.963,2.937,0.974,15,1.77,1.24,0,0,0,20.46,0.141421356
1095,"361-U1475E-2H-4, 30-32",11.848,13.003,3.408,0.52,15,1.467,1.278,0,0,0,20.816,0.204909736
1096,"361-U1475E-2H-4, 34-36",11.888,13.043,2.813,1.046,15,1.567,1.336,0,0,0,20.67,0.169705627
1097,"361-U1475E-2H-4, 38-40",11.928,13.083,3.147,0.622,15,1.553,1.242,0,0,0,20.315,0.007071068
1098,"361-U1475E-2H-4, 42-44",11.968,13.123,3.197,0.41,15,1.449,1.1,1.384262664,1.384262664,6.311063343,20.635,0.077781746
1099,"361-U1475E-2H-4, 46-48",12.008,13.163,2.831,0.986,15,1.34,1.142,1.447178003,1.447178003,6.749362356,20.195,0.120208153
1100,"361-U1475E-2H-4, 50-52",12.048,13.203,2.775,0.869,15,1.638,1.267,1.328903654,1.328903654,6.019413375,20.895,0.091923882
1101,"361-U1475E-2H-4, 54-56",12.088,13.243,2.721,0.803,15,1.449,1.058,2.70407301,2.70407301,12.86793782,21.575,0.035355339
1102,"361-U1475E-2H-4, 58-60",12.128,13.283,2.781,0.782,15,1.527,1.235,0,0,0,21.92,0.070710678
1103,"361-U1475E-2H-4, 62-64",12.168,13.323,2.769,0.807,15,1.423,1.136,0,0,0,21.29,0.084852814
1104,"361-U1475E-2H-4, 66-68",12.208,13.363,2.69,0.903,15,1.327,1.21,0,0,0,23.66,0.113137085
1105,"361-U1475E-2H-4, 70-72",12.248,13.403,2.723,0.906,15,1.291,1.073,0,0,0,20.955,0.077781746
1106,"361-U1475E-2H-4, 74-76",12.288,13.443,2.704,0.561,15,1.311,1.15,0,0,0,20.04,0.070710678
1107,"361-U1475E-2H-4, 78-80",12.328,13.483,2.737,0.638,15,1.355,1.142,0,0,0,20.93333333,0.135769412
1108,"361-U1475E-2H-4, 82-84",12.368,13.523,2.737,0.841,15,1.313,1.161,0,0,0,21.24,0.258650343
1109,"361-U1475E-2H-4, 86-88",12.408,13.563,2.747,0.796,15,1.498,1.258,0,0,0,19.9,0.141421356
1110,"361-U1475E-2H-4, 90-92",12.448,13.603,2.774,0.543,15,1.591,1.22,1.339248347,1.339248347,6.204749911,20.005,0.077781746
1111,"361-U1475E-2H-4, 94-96",12.488,13.643,2.767,0.828,15,1.511,1.237,0,0,0,21.12,0.056568542
1112,"361-U1475E-2H-4, 98-100",12.528,13.683,2.722,0.578,15,1.657,1.278,1.386842333,1.386842333,6.424817421,21.14,0.098994949
1113,"361-U1475E-2H-4, 102-104",12.568,13.723,2.778,0.722,15,1.379,1.107,0,0,0,20.53,0.285131549
1114,"361-U1475E-2H-4, 106-108",12.608,13.763,2.813,0.651,15,1.571,1.191,2.640155109,2.640155109,12.15884331,20.31,0.028284271
1115,"361-U1475E-2H-4, 110-112",12.648,13.803,2.747,0.391,15,1.747,1.289,0,0,0,20.055,0.021213203
1116,"361-U1475E-2H-4, 114-116",12.688,13.843,2.845,0.189,15,1.597,1.123,0,0,0,20.42,0.070710678
1117,"361-U1475E-2H-4, 118-120",12.728,13.883,2.842,0.533,15,1.67,1.163,0,0,0,21.83,0.251197134
1118,"361-U1475E-2H-4, 122-124",12.768,13.923,2.974,0.493,15,1.457,1.009,1.401234838,1.401234838,6.41662707,20.78,0
1119,"361-U1475E-2H-4, 126-128",12.808,13.963,2.913,0.442,15,1.554,0.96,0,0,0,20.21,0.181934054
1120,"361-U1475E-2H-4, 130-132",12.848,14.003,2.973,0.492,15,1.722,0.933,2.786728207,2.786728207,12.94334329,19.595,0.049497475
1121,"361-U1475E-2H-4, 134-136",12.888,14.043,3.683,-0.16,15,1.654,0.95,1.353523391,1.353523391,6.251318119,20.805,0.06363961
1122,"361-U1475E-2H-4, 138-140",12.928,14.083,,-0.026,15,1.738,0.931,0,0,0,20.175,0.077781746
1123,"361-U1475E-2H-4, 142-144",12.968,14.123,2.97,0.648,15,1.623,0.787,,,0,20.565,0.035355339
1124,"361-U1475E-2H-4, 146-148",13.008,14.163,3.517,0.277,15,1.779,0.826,3.114809948,3.114809948,12.52689264,21.345,0.06363961
1125,"361-U1475E-2H-5, 0-2",13.048,14.203,2.992,0.667,15,1.928,0.834,0,0,0,21.27,0.141421356
1126,"361-U1475E-2H-5, 4-6",13.088,14.243,3.105,0.429,15,1.796,0.782,2.565953011,2.565953011,11.30099025,20.79,0.084852814
1127,"361-U1475E-2H-5, 8-10",13.128,14.283,3.218,0.658,15,1.959,0.82,1.530002391,1.530002391,6.850008172,20.295,0.120208153
1128,"361-U1475E-2H-5, 12-14",13.168,14.323,3.056,0.619,15,2.006,0.767,0,0,0,20.41,0.165227116
1129,"361-U1475E-2H-5, 16-18",13.208,14.363,3.414,0.51,15,2.034,0.746,0,0,0,20.745,0.134350288
1130,"361-U1475C-2H-3, 58-60",13.253,14.408,3.312,0.558,15,2.155,0.655,,,0,20.88,0.042426407
1131,"361-U1475C-2H-3, 62-64",13.293,14.448,3.781,-0.023,15,2.2,0.668,0,0,0,19.965,0.176776695
1132,"361-U1475C-2H-3, 66-68",13.333,14.488,3.335,0.445,15,2.326,0.692,1.401725875,1.401725875,6.573506995,20.475,0.120208153
1133,"361-U1475C-2H-3, 70-72",13.373,14.528,3.418,0.382,15,2.165,0.524,0,0,0,19.49,0.113137085
1134,"361-U1475C-2H-3, 74-76",13.413,14.568,3.198,0.249,15,2.294,0.519,0,0,0,19.96,0.028284271
1135,"361-U1475C-2H-3, 78-80",13.453,14.608,3.629,0.233,15,2.209,0.475,0,0,0,20.515,0.120208153
1136,"361-U1475C-2H-3, 82-84",13.493,14.648,3.712,-0.216,15,2.61,0.642,5.364177353,5.364177353,24.32264272,19.615,0.035355339
1137,"361-U1475C-2H-3, 86-88",13.533,14.688,3.961,0.084,17,2.324,0.622,2.843559781,2.843559781,7.544235012,19.765,0.148492424
1138,"361-U1475C-2H-3, 90-92",13.573,14.728,4.436,-0.321,15,2.494,0.546,2.956120092,2.956120092,8.238228404,20.2,0.197989899
1139,"361-U1475C-2H-3, 94-96",13.613,14.768,4.45,-0.088,15,2.722,0.699,0,0,0,20.645,0.049497475
1140,"361-U1475C-2H-3, 98-100",13.653,14.808,4.226,0.138,15,2.766,0.625,5.801042375,5.801042375,16.28659931,21.25666667,0.345880519
1141,"361-U1475C-2H-3, 102-104",13.693,14.848,4.708,-0.412,15,3.234,0.795,2.98312669,2.98312669,8.363994219,23.65,0
1142,"361-U1475C-2H-3, 106-108",13.733,14.888,4.701,-0.254,15,3.226,0.635,25.33092924,25.33092924,68.64912854,23.16,0.127279221
1143,"361-U1475C-2H-3, 110-112",13.773,14.928,4.335,-0.18,15,3.014,0.98,20.13000629,20.13000629,54.57687237,24.64333333,0.16563011
1144,"361-U1475C-2H-3, 114-116",13.813,14.968,4.848,-0.541,15,2.9,0.789,11.41684877,11.41684877,30.69587837,24.185,0.148492424
1145,"361-U1475C-2H-3, 118-120",13.853,15.008,4.546,-0.311,15,3.092,0.8,17.2174147,17.2174147,45.89643366,24.74,0.283548938
1146,"361-U1475C-2H-3, 122-124",13.893,15.048,4.756,-0.334,15,3.218,0.678,17.42840285,17.42840285,45.95399445,25.37,0.014142136
1147,"361-U1475C-2H-3, 126-128",13.933,15.088,4.682,-0.517,15,3.142,0.829,49.52362528,49.52362528,127.962733,25.48,0.169705627
1148,"361-U1475C-2H-3, 130-132",13.973,15.128,4.692,-0.403,15,3.267,0.886,79.20792079,79.20792079,207.7026526,25.655,0.134350288
1149,"361-U1475C-2H-3, 134-136",14.013,15.168,5.057,-0.218,15,3.189,1.005,46.98013947,46.98013947,127.126044,25.83666667,0.246644143
1150,"361-U1475C-2H-3, 138-140",14.053,15.208,4.577,-0.377,15,3.323,0.901,32.9203995,32.9203995,87.95401422,25.505,0.06363961
1151,"361-U1475C-2H-3, 142-144",14.093,15.248,4.664,-0.297,15,3.091,0.897,31.75390722,31.75390722,81.13416591,25.565,0.106066017
1152,"361-U1475C-2H-3, 146-148",14.133,15.288,4.565,-0.109,15,3.172,0.839,15.67538882,15.67538882,38.99049854,24.23,0.113137085
1153,"361-U1475C-2H-4, 0-2",14.173,15.328,4.514,-0.305,15,3.05,1.134,10.82635541,10.82635541,27.77408534,27.73,0.070710678
1154,"361-U1475C-2H-4, 4-6",14.213,15.368,4.339,-0.066,15,2.868,0.962,11.27504955,11.27504955,29.8051185,25.29,0.127279221
1155,"361-U1475C-2H-4, 8-10",14.253,15.408,3.974,0.326,15,2.829,0.799,5.932517612,5.932517612,16.75057473,22.605,0.007071068
1156,"361-U1475C-2H-4, 12-14",14.293,15.448,4.289,-0.218,15,2.613,0.967,6.526283587,6.526283587,18.53511546,24.655,0.049497475
1157,"361-U1475C-2H-4, 16-18",14.333,15.488,4.223,-0.222,15,2.845,0.881,11.027353,11.027353,31.16497827,23.34,0.014142136
1158,"361-U1475C-2H-4, 20-22",14.373,15.528,4.219,-0.18,15,2.614,0.752,4.863961088,4.863961088,13.38306437,23.785,0.06363961
1159,"361-U1475C-2H-4, 24-26",14.413,15.568,4.224,0.039,15,2.658,1.024,19.8616776,19.8616776,56.23299881,22.595,0.134350288
1160,"361-U1475C-2H-4, 28-30",14.453,15.608,4.201,-0.36,15,2.467,0.928,23.27272727,23.27272727,65.65407146,25.08333333,0.234591844
1161,"361-U1475C-2H-4, 32-34",14.493,15.648,4.152,-0.231,15,2.487,0.786,14.39625697,14.39625697,40.52624093,24.85,0.127279221
1162,"361-U1475C-2H-4, 36-38",14.533,15.688,3.963,0.15,15,2.625,1.117,17.94811872,17.94811872,49.92397105,24.12,0.141421356
1163,"361-U1475C-2H-4, 40-42",14.573,15.728,4.295,-0.32,15,2.651,0.94,23.59882006,23.59882006,65.55745721,23.69,0.155563492
1164,"361-U1475C-2H-4, 44-46",14.613,15.768,4.203,-0.166,15,2.628,1.032,28.9017341,28.9017341,82.63753689,24.31,0.169705627
1165,"361-U1475C-2H-4, 48-50",14.653,15.808,4.242,-0.047,15,2.505,1.354,44.36229205,44.36229205,125.474728,24.84,0.070710678
1166,"361-U1475C-2H-4, 52-54",14.693,15.848,4.152,-0.135,15,2.52,1.251,79.81915972,79.81915972,229.0043825,24.825,0.120208153
1167,"361-U1475C-2H-4, 56-58",14.733,15.888,4.248,-0.121,15,2.464,1.346,60.41060332,60.41060332,170.5136535,26.88,0.028284271
1168,"361-U1475C-2H-4, 60-62",14.773,15.928,3.814,0.159,15,2.223,1.382,4.935034892,4.935034892,13.53777663,24.725,0.06363961
1169,"361-U1475C-2H-4, 64-66",14.813,15.968,3.756,-0.038,15,2.782,0.97,0,0,0,26.555,0.134350288
1170,"361-U1475C-2H-4, 68-70",14.853,16.008,4.136,-0.246,15,2.768,1.085,5.031248772,5.031248772,14.36955332,23.465,0.148492424
1171,"361-U1475C-2H-4, 72-74",14.893,16.048,4.066,0.205,15,2.546,1.306,19.81424149,19.81424149,57.06775925,25.605,0.007071068
1172,"361-U1475C-2H-4, 76-78",14.933,16.088,3.759,0.188,15,2.511,1.378,5.112637802,5.112637802,15.25597136,24.99,0.056568542
1173,"361-U1475C-2H-4, 80-82",14.973,16.128,3.751,0.575,,,,5.229185391,5.229185391,15.20832373,25.7,0.155563492
1174,"361-U1475C-2H-4, 84-86",15.013,16.168,3.637,0.481,,,,0,0,0,22.84,0.056568542
1175,"361-U1475C-2H-4, 88-90",15.053,16.208,3.846,0.38,,,,8.053353467,8.053353467,23.15841607,22.31,0.223383079
1176,"361-U1475C-2H-4, 92-94",15.093,16.248,4.021,0.219,,,,13.49831271,13.49831271,38.89732262,24.05,0.141421356
1177,"361-U1475C-2H-4, 96-98",15.133,16.288,4.253,-0.37,,,,2.758858522,2.758858522,7.846254995,23.335,0.106066017
1178,"361-U1475C-2H-4, 100-102",15.173,16.328,3.511,0.138,,,,5.676526675,5.676526675,16.1591171,24.185,0.176776695
1179,"361-U1475C-2H-4, 104-106",15.213,16.368,3.964,0.107,,,,8.614501077,8.614501077,25.10101369,21.97666667,0.115902258
1180,"361-U1475C-2H-4, 108-110",15.253,16.408,3.467,0.533,,,,0,0,0,20.595,0.06363961
1181,"361-U1475C-2H-4, 112-114",15.293,16.448,3.898,0.213,,,,2.628768586,2.628768586,7.295294618,23.845,0.06363961
1182,"361-U1475C-2H-4, 116-118",15.333,16.488,3.628,0.624,,,,7.591033092,7.591033092,22.50721578,23.355,0.06363961
1183,"361-U1475C-2H-4, 120-122",15.373,16.528,3.933,0.323,,,,2.754109648,2.754109648,8.121310104,24.145,0.120208153
1184,"361-U1475C-2H-4, 124-126",15.413,16.568,3.603,0.409,,,,2.202643172,2.202643172,6.518349873,20.115,0.120208153
1185,"361-U1475C-2H-4, 128-130",15.453,16.608,4.045,0.279,,,,2.658911508,2.658911508,7.841090276,20.745,0.16263456
1186,"361-U1475C-2H-4, 132-134",15.493,16.648,3.683,0.589,,,,0,0,0,24.0725,0.098784277
1187,"361-U1475C-2H-4, 136-138",15.533,16.688,,,,,,0,0,0,24.12,0.113137085
1188,"361-U1475C-2H-4, 140-142",15.573,16.728,3.584,0.476,,,,2.526349031,2.526349031,7.452541613,22.1,0.014142136
1189,"361-U1475C-2H-4, 144-146",15.613,16.768,3.456,0.804,,,,4.589458587,4.589458587,13.02662324,22.35,0.028284271
1190,"361-U1475C-2H-4, 148-150",15.653,16.808,3.477,0.491,,,,0,0,0,21.1,0.042426407
1191,"361-U1475C-2H-5, 2-4",15.693,16.848,3.475,0.759,,,,5.408831608,5.408831608,15.59616392,21.69,0.028284271
1192,"361-U1475C-2H-5, 6-8",15.733,16.888,3.463,0.599,,,,0,0,0,21.94,0.113137085
1193,"361-U1475C-2H-5, 10-12",15.773,16.928,3.212,0.903,,,,0,0,0,21.34,0.028284271
1194,"361-U1475C-2H-5, 14-16",15.813,16.968,3.549,1.058,,,,2.27224313,2.27224313,6.578141135,21.66,0.014142136
1195,"361-U1475C-2H-5, 18-20",15.853,17.008,3.559,0.726,,,,0,0,0,21.76,0.028284271
1196,"361-U1475C-2H-5, 22-24",15.893,17.048,3.414,0.78,,,,0,0,0,22.69666667,0.185562209
1197,"361-U1475C-2H-5, 26-28",15.933,17.088,3.344,0.894,,,,0,0,0,22.945,0.007071068
1198,"361-U1475C-2H-5, 30-32",15.973,17.128,3.371,0.934,,,,0,0,0,21.41,0.028284271
1199,"361-U1475C-2H-5, 34-36",16.013,17.168,3.459,0.879,,,,0,0,0,23.625,0.106066017
1200,"361-U1475C-2H-5, 38-40",16.053,17.208,3.423,0.828,,,,0,0,0,22.92,0.098994949
1201,"361-U1475C-2H-5, 42-44",16.093,17.248,3.453,0.727,,,,4.7793294,4.7793294,13.89009394,24.815,0.06363961
1202,"361-U1475C-2H-5, 46-48",16.133,17.288,3.5,0.738,,,,0,0,0,24.98,0.070710678
1203,"361-U1475C-2H-5, 50-52",16.173,17.328,3.506,0.503,,,,0,0,0,24.12,0
1204,"361-U1475C-2H-5, 54-56",16.213,17.368,3.638,0.655,,,,0,0,0,22.815,0.049497475
1205,"361-U1475C-2H-5, 58-60",16.253,17.408,3.779,0.541,,,,8.46225043,8.46225043,24.89615356,23.32,0.084852814
1206,"361-U1475C-2H-5, 62-64",16.293,17.448,3.984,0.954,,,,9.996875976,9.996875976,28.96915095,22.95,0.183847763
1207,"361-U1475C-2H-5, 66-68",16.333,17.488,3.903,0.531,,,,18.27005424,18.27005424,53.57912422,22.005,0.233345238
1208,"361-U1475C-2H-5, 70-72",16.373,17.528,3.816,0.531,,,,9.127861371,9.127861371,26.41656271,22.72,0.028284271
1209,"361-U1475C-2H-5, 74-76",16.413,17.568,3.772,0.63,,,,0,0,0,22.5,0.169705627
1210,"361-U1475C-2H-5, 78-80",16.453,17.608,3.806,0.977,,,,4.725339634,4.725339634,14.35983188,22.855,0.120208153
1211,"361-U1475C-2H-5, 82-84",16.493,17.648,3.624,0.816,,,,0,0,0,22.755,0.190918831
1212,"361-U1475C-2H-5, 86-88",16.533,17.688,3.672,0.476,,,,0,0,0,23.535,0.148492424
1213,"361-U1475C-2H-5, 90-92",16.573,17.728,3.609,0.844,,,,4.643232851,4.643232851,13.66050781,25.18,0.155241747
1214,"361-U1475C-2H-5, 94-96",16.613,17.768,3.666,0.841,,,,10.40481223,10.40481223,29.98491482,24.545,0.205060967
1215,"361-U1475C-2H-5, 98-100",16.653,17.808,3.509,0.787,,,,9.501187648,9.501187648,26.98763171,26.08,0.127279221
1216,"361-U1475C-2H-5, 102-104",16.693,17.848,3.511,0.443,,,,0,0,0,26.89,0.127279221
1217,"361-U1475C-2H-5, 106-108",16.733,17.888,3.692,0.613,,,,8.847722403,8.847722403,24.78199361,25.705,0.176776695
1218,"361-U1475C-2H-5, 110-112",16.773,17.928,3.733,0.526,,,,10.12778415,10.12778415,27.99588489,26.475,0.06363961
1219,"361-U1475C-2H-5, 114-116",16.813,17.968,3.819,0.308,,,,37.33022248,37.33022248,64.40235743,25.425,0.148492424
1220,"361-U1475C-2H-5, 118-120",16.853,18.008,4.057,0.146,,,,19.85419575,19.85419575,29.09744352,24.03,0.042426407
1221,"361-U1475C-2H-5, 122-124",16.893,18.048,4.257,-0.01,,,,33.55805243,33.55805243,49.94421657,26.26,0.070710678
1222,"361-U1475C-2H-5, 126-128",16.933,18.088,4.23,0.118,,,,13.61653842,13.61653842,20.14425389,26.885,0.007071068
1223,"361-U1475C-2H-5, 130-132",16.973,18.128,4.242,0.147,,,,44.07144394,44.07144394,62.69402806,23.82,0.056568542
1224,"361-U1475C-2H-5, 134-136",17.013,18.168,4.097,0.266,,,,54.38323184,54.38323184,81.23386978,27.305,0.176776695
1225,"361-U1475C-2H-5, 138-140",17.053,18.208,4.019,0.241,,,,112.1694734,112.1694734,172.6516377,27.88,0.212132034
1226,"361-U1475C-2H-5, 142-144",17.093,18.248,3.625,0.185,,,,71.43388645,71.43388645,107.903418,27.44,0.014142136
1227,"361-U1475C-2H-5, 146-148",17.133,18.288,3.573,0.335,,,,54.34195291,54.34195291,79.18457841,29.13333333,0.289367126
1228,"361-U1475C-2H-6, 0-2",17.173,18.328,3.264,0.34,,,,14.83541956,14.83541956,21.59711785,25.91,0.334514574
1229,"361-U1475C-2H-6, 4-6",17.213,18.368,3.527,0.298,,,,5.994193125,5.994193125,8.800234525,24.75,0.028284271
1230,"361-U1475C-2H-6, 8-10",17.253,18.408,3.293,0.546,,,,2.732473743,2.732473743,4.02755447,24.295,0.007071068
1231,"361-U1475C-2H-6, 12-14",17.293,18.448,3.273,0.562,,,,40.07514089,40.07514089,57.68254671,25.355,0.06363961
1232,"361-U1475C-2H-6, 16-18",17.333,18.488,3.977,0.225,,,,39.77272727,39.77272727,57.40060241,25.4,0.014142136
1233,"361-U1475C-2H-6, 20-22",17.373,18.528,3.416,0.292,,,,25.15833151,25.15833151,36.473029,23.39,0.028284271
1234,"361-U1475C-2H-6, 24-26",17.413,18.568,3.497,0.163,,,,6.321299817,6.321299817,8.538721087,24.025,0.134350288
1235,"361-U1475C-2H-6, 28-30",17.453,18.608,3.604,0.358,,,,6.536949083,6.536949083,9.657812794,22.94,0.141421356
1236,"361-U1475C-2H-6, 32-34",17.493,18.648,3.327,0.275,,,,21.61431949,21.61431949,31.37145813,23.005,0.233345238
1237,"361-U1475C-2H-6, 36-38",17.533,18.688,3.841,0.161,,,,9.36676749,9.36676749,12.67564393,23.395,0.077781746
1238,"361-U1475C-2H-6, 40-42",17.573,18.728,3.894,0.155,,,,10.30761797,10.30761797,13.27430471,25.92,0.197989899
1239,"361-U1475C-2H-6, 44-46",17.613,18.768,3.697,0.053,,,,18.53729182,18.53729182,25.5181917,26.66,0.042426407
1240,"361-U1475C-2H-6, 48-50",17.653,18.808,3.659,0.355,,,,36.35847181,36.35847181,50.52862448,26.28,0.028284271
1241,"361-U1475C-2H-6, 52-54",17.693,18.848,3.63,-0.01,,,,17.90376725,17.90376725,23.62841012,25.78,0.098994949
1242,"361-U1475C-2H-6, 56-58",17.733,18.888,3.508,0.544,,,,6.769621324,6.769621324,8.816393747,27.355,0.134350288
1243,"361-U1475C-2H-6, 60-62",17.773,18.928,3.479,0.136,,,,12.2096628,12.2096628,15.67671401,27.665,0.205060967
1244,"361-U1475C-2H-6, 64-66",17.813,18.968,3.377,0.525,,,,47.70660438,47.70660438,63.67032411,27.865,0.205060967
1245,"361-U1475E-3H-1, 140-142",17.859,19.014,3.338,0.35,,,,6.677099635,6.677099635,9.159326077,25.275,0.007071068
1246,"361-U1475E-3H-1, 144-146",17.899,19.054,3.274,0.687,,,,0,0,0,24.475,0.205060967
